Entry	KEGG	Entry name	Protein names	Gene names	Gene ontology IDs
A9T534	PHYPADRAFT_88189	A9T534_PHYPA	Predicted protein	PHYPADRAFT_88189	
A9T814	PHYPADRAFT_89299	A9T814_PHYPA	Predicted protein	PHYPADRAFT_89299	
A9TDF9	PHYPADRAFT_143875	A9TDF9_PHYPA	Predicted protein	PHYPADRAFT_143875	
A9TFM7	PHYPADRAFT_144871	A9TFM7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_144871	
A9TDZ2	PHYPADRAFT_221323	A9TDZ2_PHYPA	Predicted protein	PHYPADRAFT_221323	
A9TGQ6	PHYPADRAFT_92543	A9TGQ6_PHYPA	Predicted protein	PHYPADRAFT_92543	GO:0003677; GO:0003682
A9TF78	PHYPADRAFT_91978	A9TF78_PHYPA	Predicted protein	PHYPADRAFT_91978	GO:0046872
A9TIW6	PHYPADRAFT_93406	A9TIW6_PHYPA	Predicted protein	PHYPADRAFT_93406	
A9TGQ1	PHYPADRAFT_92538	A9TGQ1_PHYPA	Predicted protein	PHYPADRAFT_92538	
A9TQR0	PHYPADRAFT_171405	A9TQR0_PHYPA	Predicted protein	PHYPADRAFT_171405	
A9TG83	PHYPADRAFT_92361	A9TG83_PHYPA	Predicted protein	PHYPADRAFT_92361	GO:0016787
A9SX90	PHYPADRAFT_47113	A9SX90_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_47113	GO:0004045
A9TET7	PHYPADRAFT_108012	A9TET7_PHYPA	Predicted protein	PHYPADRAFT_108012	GO:0016021; GO:0005743; GO:0055085; GO:0005215
A9TV22	PHYPADRAFT_97655	A9TV22_PHYPA	Predicted protein	PHYPADRAFT_97655	
A9TK62	PHYPADRAFT_93825	A9TK62_PHYPA	Predicted protein	PHYPADRAFT_93825	
A9TTR0	PHYPADRAFT_97010	A9TTR0_PHYPA	Predicted protein	PHYPADRAFT_97010	
A9TM96	PHYPADRAFT_94590	A9TM96_PHYPA	Predicted protein	PHYPADRAFT_94590	
A9TEG3	PHYPADRAFT_194258	A9TEG3_PHYPA	Predicted protein	PHYPADRAFT_194258	
A9TS52	PHYPADRAFT_96474	A9TS52_PHYPA	Predicted protein	PHYPADRAFT_96474	
A9TWR1	PHYPADRAFT_199042	A9TWR1_PHYPA	Predicted protein	PHYPADRAFT_199042	GO:0005737
A9TGS9	PHYPADRAFT_92572	A9TGS9_PHYPA	Predicted protein	PHYPADRAFT_92572	
A9TE87	PHYPADRAFT_60038	A9TE87_PHYPA	Predicted protein	PHYPADRAFT_60038	GO:0006535; GO:0005737; GO:0009001
A9TT51	PHYPADRAFT_61027	A9TT51_PHYPA	Photosystem II reaction center Psb28 protein	PHYPADRAFT_61027	GO:0015979; GO:0009654
A9SZE6	PHYPADRAFT_86067	A9SZE6_PHYPA	Predicted protein	PHYPADRAFT_86067	
A9TTH1	PHYPADRAFT_96915	A9TTH1_PHYPA	Predicted protein	PHYPADRAFT_96915	
A9TFL1	PHYPADRAFT_92124	A9TFL1_PHYPA	Predicted protein	PHYPADRAFT_92124	
A9RTL0	PHYPADRAFT_160902	A9RTL0_PHYPA	Predicted protein	PHYPADRAFT_160902	
A9TKQ8	PHYPADRAFT_94031	A9TKQ8_PHYPA	Predicted protein	PHYPADRAFT_94031	
A9T5N5	PHYPADRAFT_88407	A9T5N5_PHYPA	Predicted protein	PHYPADRAFT_88407	
A9TXK7	PHYPADRAFT_98632	A9TXK7_PHYPA	Predicted protein	PHYPADRAFT_98632	
A9RDZ5	PHYPADRAFT_25578	A9RDZ5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_25578	GO:0005524; GO:0004674; GO:0009966
A9TJG5	PHYPADRAFT_170420	A9TJG5_PHYPA	Predicted protein	PHYPADRAFT_170420	
A9RE80	PHYPADRAFT_64941	A9RE80_PHYPA	Predicted protein	PHYPADRAFT_64941	
A9RJS4	PHYPADRAFT_26829	A9RJS4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_26829	GO:0003677; GO:0003682; GO:0005634
A9RKQ6	PHYPADRAFT_67452	A9RKQ6_PHYPA	Predicted protein	PHYPADRAFT_67452	
A9S948	PHYPADRAFT_228515	A9S948_PHYPA	Uncharacterized protein	Pphb1 PHYPADRAFT_228515	
A9SRV2	PHYPADRAFT_233005	A9SRV2_PHYPA	Predicted protein	PHYPADRAFT_233005	
A9RLK9	PHYPADRAFT_67756	A9RLK9_PHYPA	Predicted protein	PHYPADRAFT_67756	
A9RJP2	PHYPADRAFT_115585	A9RJP2_PHYPA	Predicted protein	PHYPADRAFT_115585	GO:0004834
A9RLE7	PHYPADRAFT_67688	A9RLE7_PHYPA	Predicted protein	PHYPADRAFT_67688	
A9RL55	PHYPADRAFT_67590	A9RL55_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_67590	
A9T4Y4	PHYPADRAFT_168083	A9T4Y4_PHYPA	Predicted protein	PHYPADRAFT_168083	
A9REI3	PHYPADRAFT_54131	A9REI3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_54131	
A9RN62	PHYPADRAFT_68344	A9RN62_PHYPA	Predicted protein	PHYPADRAFT_68344	
A9RTF5	PHYPADRAFT_70322	A9RTF5_PHYPA	Predicted protein	PHYPADRAFT_70322	
A9RPA7	PHYPADRAFT_68716	A9RPA7_PHYPA	Predicted protein	PHYPADRAFT_68716	
A9S0D0	PHYPADRAFT_72917	A9S0D0_PHYPA	Predicted protein	PHYPADRAFT_72917	
A9RTY2	PHYPADRAFT_119190	A9RTY2_PHYPA	Uncharacterized protein	PHYPADRAFT_119190	
A9RSU0	PHYPADRAFT_70094	A9RSU0_PHYPA	Predicted protein	PHYPADRAFT_70094	
A9S6R8	PHYPADRAFT_75323	A9S6R8_PHYPA	Predicted protein	PHYPADRAFT_75323	
A9RIU0	PHYPADRAFT_66698	A9RIU0_PHYPA	Predicted protein	PHYPADRAFT_66698	
A9SIF9	PHYPADRAFT_18996	A9SIF9_PHYPA	Uncharacterized protein (Fragment)	PHYPADRAFT_18996	GO:0008270
A9TTI4	PHYPADRAFT_4665	A9TTI4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_4665	
A9RXV4	PHYPADRAFT_161661	A9RXV4_PHYPA	Predicted protein	PHYPADRAFT_161661	
A9U270	PHYPADRAFT_100615	A9U270_PHYPA	Predicted protein	PHYPADRAFT_100615	
A9S197	PHYPADRAFT_122634	A9S197_PHYPA	Predicted protein	PHYPADRAFT_122634	GO:0000287; GO:0009117; GO:0016791
A9S1H7	PHYPADRAFT_73442	A9S1H7_PHYPA	Predicted protein	PHYPADRAFT_73442	
A9S742	PHYPADRAFT_75438	A9S742_PHYPA	Predicted protein	PHYPADRAFT_75438	
A9RVR5	PHYPADRAFT_71271	A9RVR5_PHYPA	Predicted protein	PHYPADRAFT_71271	
A9THJ2	PHYPADRAFT_92846	A9THJ2_PHYPA	Predicted protein	PHYPADRAFT_92846	
A9RT98	PHYPADRAFT_70263	A9RT98_PHYPA	Predicted protein	PHYPADRAFT_70263	GO:0003676; GO:0008270
A9RT21	PHYPADRAFT_70182	A9RT21_PHYPA	Predicted protein	PHYPADRAFT_70182	
A9RE21	PHYPADRAFT_26900	A9RE21_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_26900	GO:0008270
A9TBZ4	PHYPADRAFT_143368	A9TBZ4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_143368	
A9TN20	PHYPADRAFT_147942	A9TN20_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_147942	GO:0003676
A9SUL8	PHYPADRAFT_107024	A9SUL8_PHYPA	Predicted protein	PHYPADRAFT_107024	GO:0004802
A9SII5	PHYPADRAFT_229789	A9SII5_PHYPA	Uncharacterized protein	PHYPADRAFT_229789	
A9U0W2	PHYPADRAFT_227318	A9U0W2_PHYPA	Protein disulfide-isomerase (EC 5.3.4.1)	PHYPADRAFT_227318	GO:0045454; GO:0005783; GO:0003756
A9RTV2	PHYPADRAFT_205524	A9RTV2_PHYPA	Uncharacterized protein	PHYPADRAFT_205524	GO:0003723; GO:0009737; GO:0009414
A9U1C3	PHYPADRAFT_154278	A9U1C3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_154278	GO:0046872
A9U1A7	PHYPADRAFT_100281	A9U1A7_PHYPA	Predicted protein	PHYPADRAFT_100281	
A9U1K1	PHYPADRAFT_100381	A9U1K1_PHYPA	Predicted protein	PHYPADRAFT_100381	GO:0016021; GO:0055085
A9RAZ0	PHYPADRAFT_111151	A9RAZ0_PHYPA	Uncharacterized protein	PHYPADRAFT_111151	GO:0051260
A9U2U0	PHYPADRAFT_154909	A9U2U0_PHYPA	Predicted protein	PHYPADRAFT_154909	
A9U463	PHYPADRAFT_61927	A9U463_PHYPA	Predicted protein	PHYPADRAFT_61927	GO:0006633; GO:0016021; GO:0016717
A9RR10	PHYPADRAFT_105045	A9RR10_PHYPA	Predicted protein	PHYPADRAFT_105045	GO:0003677; GO:0008270
A9REN6	PHYPADRAFT_109429	A9REN6_PHYPA	Predicted protein	PHYPADRAFT_109429	
A9U2D1	PHYPADRAFT_173293	A9U2D1_PHYPA	Predicted protein	PHYPADRAFT_173293	GO:0003729
A9SUM3	PHYPADRAFT_84197	A9SUM3_PHYPA	Predicted protein	PHYPADRAFT_84197	
A9RZC6	PHYPADRAFT_72538	A9RZC6_PHYPA	Predicted protein	PHYPADRAFT_72538	
A9RI38	PHYPADRAFT_66284	A9RI38_PHYPA	Predicted protein	PHYPADRAFT_66284	
A9RWL7	PHYPADRAFT_71500	A9RWL7_PHYPA	Predicted protein	PHYPADRAFT_71500	
A9U7F9	PHYPADRAFT_103869	A9U7F9_PHYPA	Predicted protein	PHYPADRAFT_103869	GO:0016491
A9RKJ7	PHYPADRAFT_115738	A9RKJ7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_115738	
A9S618	PHYPADRAFT_124735	A9S618_PHYPA	Predicted protein	PHYPADRAFT_124735	GO:0016021; GO:0043085; GO:0016485
A9U155	PHYPADRAFT_5536	A9U155_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_5536	
A9S7V3	PHYPADRAFT_75727	A9S7V3_PHYPA	Predicted protein	PHYPADRAFT_75727	
A9SAV3	PHYPADRAFT_76879	A9SAV3_PHYPA	Predicted protein	PHYPADRAFT_76879	
A9S039	PHYPADRAFT_121989	A9S039_PHYPA	Predicted protein	PHYPADRAFT_121989	GO:0008375; GO:0016020
A9S6I4	PHYPADRAFT_75225	A9S6I4_PHYPA	Predicted protein	PHYPADRAFT_75225	GO:0008237
A9S3Q2	PHYPADRAFT_74165	A9S3Q2_PHYPA	Predicted protein	PHYPADRAFT_74165	
A9SFL0	PHYPADRAFT_229326	A9SFL0_PHYPA	Predicted protein	PHYPADRAFT_229326	
A9SCI7	PHYPADRAFT_183437	A9SCI7_PHYPA	Predicted protein	PHYPADRAFT_183437	GO:0016407
A9S8K1	PHYPADRAFT_76002	A9S8K1_PHYPA	Predicted protein	PHYPADRAFT_76002	
A9SEL7	PHYPADRAFT_78338	A9SEL7_PHYPA	Predicted protein	PHYPADRAFT_78338	
A9SIJ1	PHYPADRAFT_79886	A9SIJ1_PHYPA	Uncharacterized protein	PHYPADRAFT_79886	
A9SWJ3	PHYPADRAFT_231296	A9SWJ3_PHYPA	Predicted protein	PHYPADRAFT_231296	
A9SAR3	PHYPADRAFT_76835	A9SAR3_PHYPA	Predicted protein	PHYPADRAFT_76835	
A9SFS4	PHYPADRAFT_78792	A9SFS4_PHYPA	Predicted protein	PHYPADRAFT_78792	
A9S6S4	PHYPADRAFT_75329	A9S6S4_PHYPA	Predicted protein	PHYPADRAFT_75329	
A9S9C6	PHYPADRAFT_209921	A9S9C6_PHYPA	Predicted protein	PHYPADRAFT_209921	GO:0005840; GO:0003735; GO:0006412
A9SC31	PHYPADRAFT_52198	A9SC31_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_52198	
A9RYW2	PHYPADRAFT_72277	A9RYW2_PHYPA	Predicted protein	PHYPADRAFT_72277	GO:0003676; GO:0008270
A9SKG7	PHYPADRAFT_80626	A9SKG7_PHYPA	Predicted protein	PHYPADRAFT_80626	
A9SC99	PHYPADRAFT_77414	A9SC99_PHYPA	Predicted protein	PHYPADRAFT_77414	
A9SFP4	PHYPADRAFT_78759	A9SFP4_PHYPA	Predicted protein	PHYPADRAFT_78759	
A9SKD5	PHYPADRAFT_80585	A9SKD5_PHYPA	Predicted protein	PHYPADRAFT_80585	
A9RWM3	PHYPADRAFT_71507	A9RWM3_PHYPA	Predicted protein	PHYPADRAFT_71507	
A9SGV0	PHYPADRAFT_229629	A9SGV0_PHYPA	Predicted protein	PHYPADRAFT_229629	
A9SLR9	PHYPADRAFT_186352	A9SLR9_PHYPA	Predicted protein	PHYPADRAFT_186352	GO:0016021; GO:0022857
A9SNK9	PHYPADRAFT_165917	A9SNK9_PHYPA	Predicted protein	PHYPADRAFT_165917	GO:0003700
A9SD64	PHYPADRAFT_77775	A9SD64_PHYPA	Predicted protein	PHYPADRAFT_77775	
A9S4Y0	PHYPADRAFT_74642	A9S4Y0_PHYPA	Predicted protein	PHYPADRAFT_74642	
A9U2M3	PHYPADRAFT_100861	A9U2M3_PHYPA	Predicted protein	PHYPADRAFT_100861	
A9SSC4	PHYPADRAFT_233998	A9SSC4_PHYPA	Predicted protein	PHYPADRAFT_233998	
A9SFY3	PHYPADRAFT_78855	A9SFY3_PHYPA	Predicted protein	PHYPADRAFT_78855	
A9SWP5	PHYPADRAFT_43801	A9SWP5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_43801	
A9SPH4	PHYPADRAFT_82178	A9SPH4_PHYPA	Predicted protein	PHYPADRAFT_82178	
A9SZK5	PHYPADRAFT_86081	A9SZK5_PHYPA	Predicted protein	PHYPADRAFT_86081	
A9SSR5	PHYPADRAFT_106933	A9SSR5_PHYPA	Predicted protein	PHYPADRAFT_106933	GO:0005524; GO:0004674; GO:0009966
A9STW9	PHYPADRAFT_135240	A9STW9_PHYPA	Predicted protein	PHYPADRAFT_135240	GO:0004252
A9SR14	PHYPADRAFT_82763	A9SR14_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_82763	
A9T4B9	PHYPADRAFT_87908	A9T4B9_PHYPA	Predicted protein	PHYPADRAFT_87908	
A9SY09	PHYPADRAFT_85501	A9SY09_PHYPA	Predicted protein	PHYPADRAFT_85501	
A9SH84	PHYPADRAFT_129722	A9SH84_PHYPA	Predicted protein	PHYPADRAFT_129722	GO:0080008
A9SKZ3	PHYPADRAFT_80748	A9SKZ3_PHYPA	Predicted protein	PHYPADRAFT_80748	
A9T8H0	PHYPADRAFT_89469	A9T8H0_PHYPA	Predicted protein	PHYPADRAFT_89469	
A9SSX8	PHYPADRAFT_83575	A9SSX8_PHYPA	Predicted protein	PHYPADRAFT_83575	
A9SAH1	PHYPADRAFT_126569	A9SAH1_PHYPA	V-type proton ATPase subunit a	PHYPADRAFT_126569	GO:0015991; GO:0015078; GO:0016021; GO:0000220
A9TAT8	PHYPADRAFT_90321	A9TAT8_PHYPA	Predicted protein	PHYPADRAFT_90321	
A9T4R3	PHYPADRAFT_88058	A9T4R3_PHYPA	Predicted protein	PHYPADRAFT_88058	
A9SLY4	PHYPADRAFT_81181	A9SLY4_PHYPA	Predicted protein	PHYPADRAFT_81181	GO:0003676; GO:0008270
A9SIZ1	PHYPADRAFT_80062	A9SIZ1_PHYPA	Predicted protein	PHYPADRAFT_80062	
A9RT41	PHYPADRAFT_70205	A9RT41_PHYPA	Predicted protein	PHYPADRAFT_70205	
A9TB66	PHYPADRAFT_90472	A9TB66_PHYPA	Predicted protein	PHYPADRAFT_90472	
A9T785	PHYPADRAFT_89007	A9T785_PHYPA	Predicted protein	PHYPADRAFT_89007	
A9T1Z0	PHYPADRAFT_87021	A9T1Z0_PHYPA	Predicted protein	PHYPADRAFT_87021	
A9SXS3	PHYPADRAFT_231533	A9SXS3_PHYPA	Predicted protein	PHYPADRAFT_231533	GO:0016620
A9SM87	PHYPADRAFT_17498	A9SM87_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_17498	GO:0045454; GO:0009055; GO:0015035
A9TE67	PHYPADRAFT_144190	A9TE67_PHYPA	Predicted protein	PHYPADRAFT_144190	GO:0015934; GO:0003735; GO:0006412
A9TFB0	PHYPADRAFT_144690	A9TFB0_PHYPA	Predicted protein	PHYPADRAFT_144690	GO:0004176
A9TKW3	PHYPADRAFT_223264	A9TKW3_PHYPA	Predicted protein	PHYPADRAFT_223264	
A9TL23	PHYPADRAFT_223312	A9TL23_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_223312	
A9TDQ3	PHYPADRAFT_91424	A9TDQ3_PHYPA	Predicted protein	PHYPADRAFT_91424	
A9SXE8	PHYPADRAFT_232764	A9SXE8_PHYPA	Predicted protein	PHYPADRAFT_232764	GO:0044237
A9TG01	PHYPADRAFT_92280	A9TG01_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_92280	
A9SKS9	PHYPADRAFT_229962	A9SKS9_PHYPA	Predicted protein	PHYPADRAFT_229962	
A9TF43	PHYPADRAFT_91941	A9TF43_PHYPA	Predicted protein	PHYPADRAFT_91941	
A9TKU5	PHYPADRAFT_94071	A9TKU5_PHYPA	Predicted protein	PHYPADRAFT_94071	
A9TDU3	PHYPADRAFT_91463	A9TDU3_PHYPA	Predicted protein	PHYPADRAFT_91463	
A9T4G1	PHYPADRAFT_87955	A9T4G1_PHYPA	Predicted protein	PHYPADRAFT_87955	
A9TUF0	PHYPADRAFT_150910	A9TUF0_PHYPA	Predicted protein	PHYPADRAFT_150910	
A9RJR6	PHYPADRAFT_159498	A9RJR6_PHYPA	Predicted protein	PHYPADRAFT_159498	
A9RMX9	PHYPADRAFT_68249	A9RMX9_PHYPA	Predicted protein	PHYPADRAFT_68249	
A9RKJ3	PHYPADRAFT_67383	A9RKJ3_PHYPA	Predicted protein	PHYPADRAFT_67383	
A9RJX9	PHYPADRAFT_115277	A9RJX9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_115277	GO:0005524; GO:0004674
A9RD48	PHYPADRAFT_64332	A9RD48_PHYPA	Predicted protein	PHYPADRAFT_64332	
A9TLA3	PHYPADRAFT_46707	A9TLA3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_46707	
A9T917	PHYPADRAFT_89674	A9T917_PHYPA	Predicted protein	PHYPADRAFT_89674	
A9T8P5	PHYPADRAFT_89547	A9T8P5_PHYPA	Predicted protein	PHYPADRAFT_89547	
A9TF16	PHYPADRAFT_91913	A9TF16_PHYPA	Predicted protein	PHYPADRAFT_91913	
A9U248	PHYPADRAFT_227620	A9U248_PHYPA	Protein kish	PHYPADRAFT_227620	GO:0016021
A9T0E2	PHYPADRAFT_107287	A9T0E2_PHYPA	Predicted protein	PHYPADRAFT_107287	
A9TDB0	PHYPADRAFT_91284	A9TDB0_PHYPA	Predicted protein	PHYPADRAFT_91284	
A9TKF9	PHYPADRAFT_93924	A9TKF9_PHYPA	Predicted protein	PHYPADRAFT_93924	
A9RC29	PHYPADRAFT_64118	A9RC29_PHYPA	Uncharacterized protein	PHYPADRAFT_64118	
A9TFD9	PHYPADRAFT_92045	A9TFD9_PHYPA	Predicted protein	PHYPADRAFT_92045	
A9SZW6	PHYPADRAFT_107248	A9SZW6_PHYPA	Predicted protein	PHYPADRAFT_107248	GO:0016020; GO:0005215
A9TLH2	PHYPADRAFT_170750	A9TLH2_PHYPA	Predicted protein	PHYPADRAFT_170750	GO:0016706
A9TUM4	PHYPADRAFT_97494	A9TUM4_PHYPA	Predicted protein	PHYPADRAFT_97494	
A9RCV6	PHYPADRAFT_64233	A9RCV6_PHYPA	Predicted protein	PHYPADRAFT_64233	GO:0046872; GO:0030001
A9TBG9	PHYPADRAFT_90581	A9TBG9_PHYPA	Predicted protein	PHYPADRAFT_90581	
A9RI75	PHYPADRAFT_114595	A9RI75_PHYPA	Predicted protein	PHYPADRAFT_114595	
A9TA30	PHYPADRAFT_90047	A9TA30_PHYPA	Predicted protein	PHYPADRAFT_90047	
A9S9C3	PHYPADRAFT_109840	A9S9C3_PHYPA	Predicted protein	PHYPADRAFT_109840	GO:0005840; GO:0003735; GO:0006412
A9RJK7	PHYPADRAFT_66986	A9RJK7_PHYPA	Predicted protein	PHYPADRAFT_66986	GO:0003676; GO:0008270
A9U4L8	PHYPADRAFT_102024	A9U4L8_PHYPA	Predicted protein	PHYPADRAFT_102024	
A9RJ60	PHYPADRAFT_115005	A9RJ60_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_115005	GO:0003684; GO:0006289; GO:0005634
A9RPK6	PHYPADRAFT_68829	A9RPK6_PHYPA	Predicted protein	PHYPADRAFT_68829	
A9RHV5	PHYPADRAFT_66433	A9RHV5_PHYPA	Predicted protein	PHYPADRAFT_66433	
A9U0J1	PHYPADRAFT_99909	A9U0J1_PHYPA	Predicted protein	PHYPADRAFT_99909	
A9TSJ9	PHYPADRAFT_96585	A9TSJ9_PHYPA	Predicted protein	PHYPADRAFT_96585	
A9RLC5	PHYPADRAFT_67665	A9RLC5_PHYPA	Predicted protein	PHYPADRAFT_67665	
A9S445	PHYPADRAFT_74325	A9S445_PHYPA	Predicted protein	PHYPADRAFT_74325	
A9RPX3	PHYPADRAFT_117554	A9RPX3_PHYPA	Predicted protein	PHYPADRAFT_117554	
A9RBY6	PHYPADRAFT_62174	A9RBY6_PHYPA	Uncharacterized protein	PHYPADRAFT_62174	
A9RXP0	PHYPADRAFT_71900	A9RXP0_PHYPA	Predicted protein	PHYPADRAFT_71900	
A9RQ86	PHYPADRAFT_204620	A9RQ86_PHYPA	Predicted protein	PHYPADRAFT_204620	
A9SCV2	PHYPADRAFT_164217	A9SCV2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_164217	
A9S8T6	PHYPADRAFT_76092	A9S8T6_PHYPA	Predicted protein	PHYPADRAFT_76092	
A9SPQ2	PHYPADRAFT_214518	A9SPQ2_PHYPA	Predicted protein	PHYPADRAFT_214518	GO:0016021; GO:0005215
A9SZT5	PHYPADRAFT_86207	A9SZT5_PHYPA	Predicted protein	PHYPADRAFT_86207	
A9RIU9	PHYPADRAFT_66711	A9RIU9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_66711	
A9TBU5	PHYPADRAFT_90714	A9TBU5_PHYPA	Predicted protein	PHYPADRAFT_90714	
A9RXS6	PHYPADRAFT_206681	A9RXS6_PHYPA	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	PHYPADRAFT_206681	GO:0005524; GO:0016887; GO:0005783; GO:0045048; GO:0006810
A9TIG0	PHYPADRAFT_170258	A9TIG0_PHYPA	Predicted protein	PHYPADRAFT_170258	
A9RJ95	PHYPADRAFT_66864	A9RJ95_PHYPA	Predicted protein	PHYPADRAFT_66864	
A9S8U7	PHYPADRAFT_76103	A9S8U7_PHYPA	Predicted protein	PHYPADRAFT_76103	
A9THT7	PHYPADRAFT_92941	A9THT7_PHYPA	Predicted protein	PHYPADRAFT_92941	
A9S8X1	PHYPADRAFT_163525	A9S8X1_PHYPA	Predicted protein	PHYPADRAFT_163525	
A9TMJ5	PHYPADRAFT_196438	A9TMJ5_PHYPA	Predicted protein	PHYPADRAFT_196438	
A9SQ34	PHYPADRAFT_82402	A9SQ34_PHYPA	Predicted protein	PHYPADRAFT_82402	
A9TMM0	PHYPADRAFT_94719	A9TMM0_PHYPA	Predicted protein	PHYPADRAFT_94719	
A9SVX2	PHYPADRAFT_231169	A9SVX2_PHYPA	Predicted protein	PHYPADRAFT_231169	
A9TRJ3	PHYPADRAFT_96208	A9TRJ3_PHYPA	Predicted protein	PHYPADRAFT_96208	
A9TPY1	PHYPADRAFT_95613	A9TPY1_PHYPA	Predicted protein	PHYPADRAFT_95613	
A9T7D9	PHYPADRAFT_89064	A9T7D9_PHYPA	Predicted protein	PHYPADRAFT_89064	
A9SD53	PHYPADRAFT_127809	A9SD53_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_127809	
A9TCN1	PHYPADRAFT_91027	A9TCN1_PHYPA	Predicted protein	PHYPADRAFT_91027	
A9SEJ7	PHYPADRAFT_78317	A9SEJ7_PHYPA	Predicted protein	PHYPADRAFT_78317	
A9TPH9	PHYPADRAFT_95445	A9TPH9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_95445	
A9TUE2	PHYPADRAFT_108815	A9TUE2_PHYPA	Predicted protein	PHYPADRAFT_108815	GO:0009269
A9TU85	PHYPADRAFT_97345	A9TU85_PHYPA	Predicted protein	PHYPADRAFT_97345	
A9TUL0	PHYPADRAFT_97479	A9TUL0_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_97479	
A9TTF4	PHYPADRAFT_96898	A9TTF4_PHYPA	Predicted protein	PHYPADRAFT_96898	GO:0030036; GO:0005856
A9RG72	PHYPADRAFT_158872	A9RG72_PHYPA	Uncharacterized protein	PHYPADRAFT_158872	GO:0005509; GO:0008168
A9TC72	PHYPADRAFT_90860	A9TC72_PHYPA	Predicted protein	PHYPADRAFT_90860	GO:0005524; GO:0006298; GO:0030983
A9TUB4	PHYPADRAFT_97379	A9TUB4_PHYPA	Predicted protein	PHYPADRAFT_97379	
A9TNI3	PHYPADRAFT_95067	A9TNI3_PHYPA	Predicted protein	PHYPADRAFT_95067	
A9TZQ6	PHYPADRAFT_153206	A9TZQ6_PHYPA	Predicted protein	PHYPADRAFT_153206	GO:0003677; GO:0003682
A9TW91	PHYPADRAFT_151717	A9TW91_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_151717	
A9TW12	PHYPADRAFT_5447	A9TW12_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_5447	GO:0003950
A9TZE6	PHYPADRAFT_99298	A9TZE6_PHYPA	Predicted protein	PHYPADRAFT_99298	
A9TQD9	PHYPADRAFT_95775	A9TQD9_PHYPA	Predicted protein	PHYPADRAFT_95775	
A9TP38	PHYPADRAFT_148402	A9TP38_PHYPA	tRNA-dihydrouridine synthase (EC 1.-.-.-)	PHYPADRAFT_148402	GO:0050660; GO:0017150
A9U2H3	PHYPADRAFT_200569	A9U2H3_PHYPA	Predicted protein	PHYPADRAFT_200569	GO:0015969
A9U5S0	PHYPADRAFT_102802	A9U5S0_PHYPA	Predicted protein	PHYPADRAFT_102802	
A9TPV1	PHYPADRAFT_8890	A9TPV1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_8890	GO:0005840; GO:0003735; GO:0006412
A9S827	PHYPADRAFT_163383	A9S827_PHYPA	Predicted protein	PHYPADRAFT_163383	
A9REY4	PHYPADRAFT_65234	A9REY4_PHYPA	Predicted protein	PHYPADRAFT_65234	
A9U117	PHYPADRAFT_100103	A9U117_PHYPA	Predicted protein	PHYPADRAFT_100103	
A9TWZ8	PHYPADRAFT_152052	A9TWZ8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_152052	
A9REG8	PHYPADRAFT_65065	A9REG8_PHYPA	Predicted protein	PHYPADRAFT_65065	
A9U1L7	PHYPADRAFT_100401	A9U1L7_PHYPA	Predicted protein	PHYPADRAFT_100401	
A9U617	PHYPADRAFT_102938	A9U617_PHYPA	Predicted protein	PHYPADRAFT_102938	
A9U5R9	PHYPADRAFT_102801	A9U5R9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_102801	
A9TQU6	PHYPADRAFT_95948	A9TQU6_PHYPA	Predicted protein	PHYPADRAFT_95948	
A9S3D9	PHYPADRAFT_74047	A9S3D9_PHYPA	Predicted protein	PHYPADRAFT_74047	
A9TX75	PHYPADRAFT_98488	A9TX75_PHYPA	Predicted protein	PHYPADRAFT_98488	
