Gene	XLOC	TAIR_ID	Annotation	Protoplasts_FPKM	Protonema_FPKM	Gametophores_FPKM	Gametophores_Protoplasts_fold_change	Protonema_Protoplasts_fold_change	Gametophores_Protonema_fold_change
Pp1s3_199V6	XLOC_019069	AT1G05590	beta-hexosaminidase 2	34.1242	10.0739	0.858146	-5.313428293586618	-1.7601729091513734	-3.553255384435245
Pp1s131_65V6	XLOC_004576	AT5G24750	UDP-Glycosyltransferase superfamily protein	4.01487	4.86693	7.72144	0.9435166515678468	0	0.665857901341562
Pp1s56_10V6	XLOC_028984	AT4G31290	ChaC-like family protein	4.41315	7.88954	6.88168	0.6409520235397828	0.8381324019074861	0
-	XLOC_018333	N/A	N/A	6.94822	7.3217	4.02158	-0.7888810151188037	0	-0.8644162423395731
Pp1s289_62V6	XLOC_018332	AT4G37470	alpha/beta-Hydrolases superfamily protein	31.1902	21.652	13.7024	-1.1866641977439083	-0.5265925105274135	-0.6600716872164949
Pp1s6_422V6	XLOC_029790	AT5G64440	fatty acid amide hydrolase	2.36724	3.71969	19.1819	3.018467744209282	0.6519764122139182	2.366491331995364
Pp1s212_111V6	XLOC_013034	AT5G64010	N/A	1.08592	2.91943	6.10236	2.4904494688076797	1.4267688962875753	1.0636805725201044
Pp1s228_30V6	XLOC_014298	AT1G71080	RNA polymerase II transcription elongation factor	1.42135	3.98469	3.45438	1.2811649412197255	1.4872056356906231	0
Pp1s153_79V6	XLOC_007037	AT5G67140	F-box/RNI-like superfamily protein	1.31902	0.200262	7.58268	2.5232414003846455	-2.7195058412200317	5.242747241604677
Pp1s153_72V6	XLOC_007034	AT3G54050	high cyclic electron flow 1	69.5688	61.3582	19.0823	-1.8662053650699817	0	-1.6850210900157585
Pp1s153_74V6	XLOC_007035	AT1G31170	sulfiredoxin	39.0251	14.5564	29.537	0	-1.422748727928498	1.020869701460043
Pp1s153_61V6	XLOC_007032	AT1G27340	Galactose oxidase/kelch repeat superfamily protein	15.7474	2.3542	7.31716	-1.1057579389014454	-2.7418048555690016	1.6360469166675562
Pp1s153_66V6	XLOC_007033	AT4G32400	Mitochondrial substrate carrier family protein	32.1467	9.27235	2.5623	-3.649159341421634	-1.7936637168031633	-1.8554956246184708
Pp1s49_135V6	XLOC_027458	AT1G79620	Leucine-rich repeat protein kinase family protein	2.62151	0.828207	0.93532	-1.4868661069320255	-1.662334747641885	0
Pp1s49_136V6	XLOC_027459	AT1G50120	N/A	4.0396	7.4461	5.4392	0	0.882272546684241	0
Pp1s505_6V6	XLOC_027901	AT5G13710	sterol methyltransferase 1	49.9075	58.7902	10.7626	-2.213229994808915	0	-2.449549043456685
Pp1s505_9V6	XLOC_027902	AT5G51010	Rubredoxin-like superfamily protein	0.245999	0.0254877	128.14	9.02485272933829	0	0
Pp1s28_340V6	XLOC_017834	N/A	N/A	0.787509	4.61559	1.54673	0	2.5511467595066772	-1.5772936966716242
Pp1s49_101V6	XLOC_027452	AT3G05675	BTB/POZ domain-containing protein	9.3387	15.3266	53.4398	2.5166209708006173	0.7147440523122999	1.8018769184883177
Pp1s505_16V6	XLOC_027905	AT5G51700	protein binding;zinc ion binding	38.8585	35.4063	61.6246	0.6652761654396429	0	0.7995002888341338
Pp1s505_19V6	XLOC_027906	AT4G18100	Ribosomal protein L32e	752.17	447.064	224.939	-1.7415249484530009	-0.7505773892237839	-0.9909475592292174
Pp1s223_76V6	XLOC_013964	AT1G04120	multidrug resistance-associated protein 5	4.69894	6.57521	4.99152	0	0.48470162582339765	0
Pp1s352_60V6	XLOC_022363	N/A	N/A	44.6945	94.8432	18.896	-1.2420164378265413	1.0854470323519956	-2.327463470178537
Pp1s23_44V6	XLOC_014447	AT2G03420	N/A	43.3158	29.3365	28.8028	-0.5886842958172117	-0.5621966025747772	0
Pp1s352_43V6	XLOC_022361	AT1G63220	Calcium-dependent lipid-binding (CaLB domain) family protein	188.079	24.2246	6.35391	-4.8875503080794855	-2.9567940244711126	-1.9307562836083727
Pp1s352_42V6	XLOC_022360	AT2G03220	fucosyltransferase 1	0.136043	0.0	1.74607	3.6819767670970402	0	+Inf
Pp1s352_4V6	XLOC_022367	AT1G62750	Translation elongation factor EFG/EF2 protein	45.3277	52.0703	29.9075	-0.5998856393554634	0	-0.7999533996838821
Pp1s352_68V6	XLOC_022365	AT3G16950	lipoamide dehydrogenase 1	18.3756	24.7988	6.55399	-1.487345980841347	0	-1.9198249343505847
Pp1s352_59V6	XLOC_022364	N/A	N/A	89.244	111.419	18.3887	-2.2789356868021384	0	-2.5991038764997296
Pp1s352_5V6	XLOC_022368	AT4G39730	Lipase/lipooxygenase, PLAT/LH2 family protein	0.0712388	0.0	2.78266	0	0	+Inf
Pp1s243_72V6	XLOC_015388	AT2G41720	Tetratricopeptide repeat (TPR)-like superfamily protein	0.605782	1.83917	1.50436	1.3122792355001092	1.6021842224097878	0
Pp1s223_91V6	XLOC_013969	N/A	N/A	9.51245	16.9062	22.6877	1.2540214904702125	0	0
Pp1s403_18V6	XLOC_024909	N/A	N/A	76.1758	44.8191	44.8563	-0.7640221224799164	-0.7652190674302495	0
Pp1s6_439V6	XLOC_029799	N/A	N/A	1.95481	3.46432	2.54783	0	0.8255438083301926	0
Pp1s403_8V6	XLOC_024904	AT2G44530	Phosphoribosyltransferase family protein	3.48056	13.0276	13.1618	1.9189654543562173	1.9041799786229165	0
Pp1s403_11V6	XLOC_024907	AT1G17870	ethylene-dependent gravitropism-deficient and yellow-green-like 3	47.4538	10.7463	37.4535	0	-2.142683601002733	1.8012605248571836
Pp1s403_10V6	XLOC_024906	AT2G47770	TSPO(outer membrane tryptophan-rich sensory protein)-related	1.00553	0.646644	38.0519	5.2419404616704535	0	5.878853004667415
Pp1s403_1V6	XLOC_024900	AT3G53000	phloem protein 2-A15	5.86994	7.10705	14.0057	1.254596428693606	0	0.9786913364156244
Pp1s403_7V6	XLOC_024903	AT4G39840	N/A	0.780853	4.04767	0.0551976	0	2.373968790700756	-6.196342324235537
Pp1s184_82V6	XLOC_010002	AT5G06730	Peroxidase superfamily protein	19.1282	8.3433	3.71237	-2.3652887081967697	-1.1970110932940157	-1.1682776149027543
Pp1s53_154V6	XLOC_028451	N/A	N/A	77.0866	66.6347	116.922	0.600994409684626	0	0.8112008512719975
Pp1s21_308V6	XLOC_012661	AT4G12760	N/A	8.69819	16.8977	15.8405	0.8648307463667998	0.958039762085364	0
Pp1s21_305V6	XLOC_012660	N/A	N/A	7.7391	1.18335	0.7668	-3.3352435592597045	-2.7092889579768737	0
Pp1s21_309V6	XLOC_012662	AT5G39790	5\'-AMP-activated protein kinase-related	39.2869	31.4583	27.2512	-0.5277285739538966	0	0
Pp1s21_318V6	XLOC_012665	AT3G51030	thioredoxin H-type 1	1499.84	567.163	4697.44	1.647066129300239	-1.4029732813465758	3.050039410646815
Pp1s21_315V6	XLOC_012664	AT4G03560	two-pore  channel 1	66.1241	13.8204	17.0428	-1.9560138025137745	-2.2583768093156418	0
Pp1s21_327V6	XLOC_012667	AT3G03380	DegP protease 7	2.5288	7.56869	23.5213	3.2174429533002793	1.5815906776828927	1.6358522756173866
-	XLOC_021418	N/A	N/A	10.4821	9.02459	2.06234	-2.345573675601186	0	-2.129579192938075
Pp1s228_21V6	XLOC_014295	AT2G03670	cell division cycle 48B	4.50281	10.1448	8.27968	0.878749407130073	1.1718429150154994	0
Pp1s43_143V6	XLOC_025833	N/A	N/A	17.0401	1.17476	4.89439	-1.799732832585052	-3.858495848391087	0
Pp1s114_107V6	XLOC_002416	AT2G18890	Protein kinase superfamily protein	0.200437	1.65624	1.64014	3.0325982115707095	3.046690989015349	0
Pp1s60_35V6	XLOC_029997	AT1G53130	Stigma-specific Stig1 family protein	0.0	0.0	7.64807	+Inf	0	+Inf
Pp1s60_317V6	XLOC_029991	AT3G14910	N/A	18.3408	9.2152	11.7344	-0.6443124923670016	-0.9929691861293299	0
Pp1s60_307V6	XLOC_029990	AT2G47970	Nuclear pore localisation protein NPL4	60.8833	30.3071	29.2126	-1.0594557903753448	-1.0063907466464477	0
Pp1s68_173V6	XLOC_031337	AT3G45830	N/A	1.97353	3.63939	2.56605	0	0.8829182097648514	0
Pp1s184_96V6	XLOC_010004	AT4G01470	tonoplast intrinsic protein 1;3	44.1194	34.6674	7.30757	-2.593949522248391	0	-2.2461159918174074
-	XLOC_008363	N/A	N/A	5.22779	0.190877	0.0	-Inf	0	0
-	XLOC_008362	N/A	N/A	8.86387	0.0	0.0	-Inf	-Inf	0
-	XLOC_008360	N/A	N/A	0.0	0.0	1.80635	+Inf	0	+Inf
Pp1s12_368V6	XLOC_003199	AT2G01210	Leucine-rich repeat protein kinase family protein	2.15473	6.96646	1.85422	0	0	-1.9096133107921955
-	XLOC_008364	N/A	N/A	15.2838	3.78437	4.18955	-1.8671360868487747	-2.013878230385886	0
Pp1s12_353V6	XLOC_003195	N/A	N/A	1.74739	3.51025	0.309492	-2.497227616236928	1.006372143607021	-3.503599759843949
Pp1s12_351V6	XLOC_003194	AT5G58230	Transducin/WD40 repeat-like superfamily protein	15.3659	19.972	14.0935	0	0	-0.5029488746824528
Pp1s12_356V6	XLOC_003197	AT2G42450	alpha/beta-Hydrolases superfamily protein	20.436	5.20161	9.58841	-1.0917493358535884	-1.9740827010392341	0.8823333651856461
Pp1s12_355V6	XLOC_003196	AT5G63090	Lateral organ boundaries (LOB) domain family protein	11.1598	8.93548	4.3101	-1.372517924944086	0	-1.0518238885390723
Pp1s416_17V6	XLOC_025359	AT1G01120	3-ketoacyl-CoA synthase 1	0.035034	0.0	2.24505	0	0	+Inf
Pp1s12_341V6	XLOC_003190	AT3G01180	starch synthase 2	16.8949	19.1272	13.122	0	0	-0.5436380691175766
Pp1s177_5V6	XLOC_009360	AT4G25630	fibrillarin 2	30.8329	53.1926	19.1822	-0.6847023970020345	0.7867549670911927	-1.4714573640932271
Pp1s177_14V6	XLOC_009362	AT3G20060	ubiquitin-conjugating enzyme19	17.0001	41.2548	0.933822	-4.186251844986027	1.2790187540534956	-5.465270599039523
Pp1s177_18V6	XLOC_009363	AT1G79260	N/A	36.5414	50.5957	23.02	-0.666644075108429	0.4694828705646894	-1.1361269456731184
Pp1s177_28V6	XLOC_009365	AT1G12240	Glycosyl hydrolases family 32 protein	63.4352	44.1291	11.7753	-2.429519793726732	-0.5235532853847128	-1.9059665083420194
Pp1s69_13V6	XLOC_031396	AT4G26270	phosphofructokinase 3	8.65501	12.2155	27.4431	1.6648360673938518	0.49710552503922256	1.1677305423546294
Pp1s177_30V6	XLOC_009367	AT5G44240	aminophospholipid ATPase 2	9.7301	12.0573	4.97027	-0.9691304067717075	0	-1.278510749091493
Pp1s177_33V6	XLOC_009368	AT3G54250	GHMP kinase family protein	8.2537	5.10864	0.649745	-3.6670954693345035	-0.6921017269226399	-2.974993742411864
Pp1s177_36V6	XLOC_009369	AT1G15060	Uncharacterised conserved protein UCP031088, alpha/beta hydrolase	6.26164	8.71734	9.03531	0.5290335344657803	0	0
Pp1s77_48V6	XLOC_032905	AT2G46550	N/A	8.77627	12.4876	37.593	2.0987842343262155	0	1.5899678189707798
Pp1s336_65V6	XLOC_021411	AT3G43600	aldehyde oxidase 2	11.5488	10.4493	15.6793	0	0	0.5854548527767593
Pp1s130_137V6	XLOC_004414	AT3G10940	dual specificity protein phosphatase (DsPTP1) family protein	4.64251	9.97606	3.45053	0	1.1035651243969642	-1.5316521658557565
Pp1s235_114V6	XLOC_014849	AT1G56145	Leucine-rich repeat transmembrane protein kinase	0.476573	0.77823	16.9387	5.151482127008504	0	4.443982749845346
Pp1s130_167V6	XLOC_004416	AT5G15802	N/A	50.4766	31.9022	77.2458	0.6138417564747637	-0.6619588198521359	1.2758005763268996
Pp1s130_116V6	XLOC_004411	N/A	N/A	24.9417	20.6587	1.85844	-3.7463957846438296	0	-3.4745854554417765
Pp1s84_49V6	XLOC_034099	AT5G19680	Leucine-rich repeat (LRR) family protein	2.04702	4.62654	3.44699	0	1.1764084661331466	0
Pp1s229_67V6	XLOC_014331	AT5G54680	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	10.2839	10.5261	15.731	0.6132228973123618	0	0.5796393780961975
Pp1s235_95V6	XLOC_014842	AT4G27710	cytochrome P450, family 709, subfamily B, polypeptide 3	61.2111	28.1453	10.897	-2.48986228614874	-1.120899268532827	-1.3689630176159129
Pp1s235_88V6	XLOC_014841	AT1G56350	Peptide chain release factor 2	1.89519	4.70017	4.05402	1.0970107148700179	1.3103704471254842	0
Pp1s336_71V6	XLOC_021413	AT5G15320	N/A	274.711	121.574	105.88	-1.3754845801355255	-1.1760799552617982	0
Pp1s130_191V6	XLOC_004419	AT3G19820	cell elongation protein / DWARF1 / DIMINUTO (DIM)	178.362	265.702	115.71	-0.6242947302117136	0.5750008053541461	-1.1992955355658594
Pp1s130_175V6	XLOC_004418	AT1G25520	Uncharacterized protein family (UPF0016)	18.7519	29.4758	13.4799	0	0.6524941884915845	-1.1287211757963562
Pp1s235_105V6	XLOC_014845	AT2G46860	pyrophosphorylase 3	21.5744	15.9439	25.2713	0	0	0.6644953142077064
Pp1s235_102V6	XLOC_014844	AT5G10270	cyclin-dependent kinase C;1	18.4591	8.20304	14.6467	0	-1.1701016455042803	0.8363450838458729
Pp1s10_132V6	XLOC_000565	AT3G57520	seed imbibition 2	0.739369	2.48973	7.18832	3.2812881731403714	1.751622835897384	1.5296653372429871
Pp1s10_139V6	XLOC_000567	AT3G58750	citrate synthase 2	30.0248	22.6744	20.686	-0.537499934099916	0	0
Pp1s5_345V6	XLOC_027741	AT3G56150	eukaryotic translation initiation factor 3C	6.53634	11.4787	5.80918	0	0.8124043263331842	-0.9825528231683867
Pp1s10_119V6	XLOC_000561	AT4G08280	Thioredoxin superfamily protein	10.0463	14.86	5.2909	-0.9250792065133787	0.5647698537264569	-1.4898490602398358
Pp1s10_115V6	XLOC_000560	N/A	N/A	9.48649	4.28322	8.87778	0	-1.1471786084024536	1.0515031771188683
Pp1s10_127V6	XLOC_000563	AT4G36850	PQ-loop repeat family protein / transmembrane family protein	1.18864	0.431314	2.9193	1.296310639778833	-1.4625013860013902	2.7588120257802236
Pp1s318_65V6	XLOC_020416	AT2G25910	3\'-5\' exonuclease domain-containing protein / K homology domain-containing protein / KH domain-containing protein	50.6278	32.8281	72.5198	0.5184451521442154	-0.6249985410693457	1.143443693213561
Pp1s16_327V6	XLOC_007756	AT4G09620	Mitochondrial transcription termination factor family protein	7.49845	11.7747	9.46018	0	0.6510259898760231	0
Pp1s1_515V6	XLOC_000306	AT3G02660	Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	11.9919	19.3438	7.44951	-0.6868428189695746	0.6898109755514787	-1.3766537945210533
Pp1s10_149V6	XLOC_000569	AT1G52570	phospholipase D alpha 2	49.7364	43.5892	30.0881	-0.7251090803633079	0	-0.534777719506203
Pp1s10_147V6	XLOC_000568	N/A	N/A	0.341231	0.265774	190.387	9.12397053868865	0	9.48451928030668
Pp1s107_180V6	XLOC_001536	AT5G11600	N/A	1.64781	2.33208	4.03209	1.2909779386926845	0	0
Pp1s62_12V6	XLOC_030288	AT3G15820	phosphatidic acid phosphatase-related / PAP2-related	3.44478	10.7561	9.48215	1.4608023670029167	1.6426713195619833	0
Pp1s128_148V6	XLOC_003995	AT5G55610	N/A	20.0058	27.3624	10.5247	-0.9266392101515675	0	-1.3784156661134797
Pp1s128_141V6	XLOC_003994	AT2G20560	DNAJ heat shock family protein	30.5955	15.948	22.6678	0	-0.9399439658330153	0
Pp1s128_154V6	XLOC_003997	AT1G12410	CLP protease proteolytic subunit 2	30.6448	33.7799	19.2135	-0.673521939787681	0	-0.8140447078364096
Pp1s373_16V6	XLOC_023363	AT4G28370	RING/U-box superfamily protein	27.6786	12.9245	13.603	-1.024846114515714	-1.0986625032418078	0
Pp1s15_485V6	XLOC_006743	AT1G55490	chaperonin 60 beta	116.046	63.4883	16.5097	-2.8133109849598963	-0.8701341420501162	-1.9431768429097802
Pp1s128_129V6	XLOC_003990	AT3G46430	N/A	456.417	359.561	136.759	-1.738716749426691	0	-1.394600767808957
Pp1s168_84V6	XLOC_008501	AT2G30490	cinnamate-4-hydroxylase	166.402	131.465	26.0729	-2.6740498104854327	0	-2.3340557981603083
Pp1s128_133V6	XLOC_003992	AT5G44360	FAD-binding Berberine family protein	99.8022	20.2742	2.43135	-5.359242124475768	-2.2994266298710033	-3.0598154946047647
Pp1s373_34V6	XLOC_023369	N/A	N/A	29.5537	21.9908	1.63459	-4.176338042383236	0	-3.74989937000314
Pp1s19_272V6	XLOC_010451	AT1G24590	DORNROSCHEN-like	37.4495	8.90727	2.55348	-3.874409792566463	-2.0718912256874993	-1.8025185668789645
Pp1s183_75V6	XLOC_009950	AT4G04040	Phosphofructokinase family protein	11.4692	17.143	5.33294	-1.104761762244634	0.57985483711893	-1.6846165993635642
Pp1s15_500V6	XLOC_006749	AT4G33010	glycine decarboxylase P-protein 1	0.877186	1.17206	0.277654	0	0	-2.0776863407155903
-	XLOC_008508	N/A	N/A	2.64333	16.4455	0.0	0	0	-Inf
Pp1s34_442V6	XLOC_021635	N/A	N/A	5396.77	2829.64	2143.82	-1.3319124247956597	-0.9314776853822551	0
Pp1s517_9V6	XLOC_028158	N/A	N/A	1.48448	1.06069	4.33951	1.54757449213695	0	2.032529076473928
Pp1s517_11V6	XLOC_028159	N/A	N/A	328.467	211.41	1210.04	1.881234398998324	-0.6357048150936077	2.5169392140919316
Pp1s173_136V6	XLOC_009100	AT4G19110	Protein kinase superfamily protein	9.6541	9.99756	31.1467	1.6898656416450624	0	1.6394313780191958
Pp1s173_137V6	XLOC_009101	AT3G17205	ubiquitin protein ligase 6	19.9881	14.0703	17.1503	0	-0.5064882516394723	0
Pp1s105_55V6	XLOC_001289	AT5G49740	ferric reduction oxidase 7	0.340896	0.349562	1.24766	1.871821262314927	0	1.8356045719832437
Pp1s458_5V6	XLOC_026612	AT4G14500	Polyketide cyclase/dehydrase and lipid transport superfamily protein	81.6637	66.9201	126.472	0.6310511784154581	0	0.9183065115270329
Pp1s132_47V6	XLOC_004671	AT5G50200	nitrate transmembrane transporters	1.19615	0.540442	2.92782	1.291428542422918	0	2.437615158650008
Pp1s105_45V6	XLOC_001286	AT2G44280	Major facilitator superfamily protein	11.3521	9.85847	14.7934	0	0	0.585518000480842
Pp1s105_43V6	XLOC_001285	AT4G30160	villin 4	18.6493	12.4478	21.8074	0	-0.583230694349599	0.8089269883699093
Pp1s517_5V6	XLOC_028156	AT3G61960	Protein kinase superfamily protein	3.65531	2.88918	16.0261	2.132357715248919	0	2.4716913902376
-	XLOC_028157	N/A	N/A	9.38545	1.95405	7.2933	0	-2.2639585356839786	1.9001043553229404
Pp1s132_90V6	XLOC_004677	N/A	N/A	0.0	0.0	6.22466	+Inf	0	+Inf
Pp1s300_6V6	XLOC_019409	AT5G27690	Heavy metal transport/detoxification superfamily protein 	2.38015	2.12078	4.48626	0.9144607370267918	0	1.0809182637957304
-	XLOC_028485	N/A	N/A	0.0	2.26193	4.14606	+Inf	+Inf	0
Pp1s335_58V6	XLOC_021324	AT1G49000	N/A	2.10814	1.55732	72.5657	5.105245199735043	0	5.542150456586976
-	XLOC_028487	N/A	N/A	0.373645	0.0	8.21232	0	0	+Inf
Pp1s53_242V6	XLOC_028480	AT3G20790	NAD(P)-binding Rossmann-fold superfamily protein	12.1402	18.4697	15.7377	0	0.6053682440496096	0
Pp1s53_243V6	XLOC_028481	N/A	N/A	56.9184	49.3643	79.634	0.4844894180510762	0	0.689916456228199
Pp1s53_257V6	XLOC_028483	N/A	N/A	25.4561	9.7209	0.831933	-4.935400252830599	-1.388849612543293	-3.5465506402873053
Pp1s459_8V6	XLOC_026617	AT5G49650	xylulose kinase-2	17.6394	27.2158	13.391	0	0.6256429554585969	-1.0231807434053048
-	XLOC_028488	N/A	N/A	0.0	0.0	6.18475	+Inf	0	+Inf
Pp1s34_443V6	XLOC_021636	AT4G24520	P450 reductase 1	39.0188	21.0116	2.82143	-3.7896709476903476	-0.8929833842686594	-2.8966875634216884
Pp1s20_156V6	XLOC_011866	AT3G49180	Transducin/WD40 repeat-like superfamily protein	2.69255	2.42024	11.5878	2.1055616490675937	0	2.259384666982844
Pp1s199_124V6	XLOC_011312	AT1G25570	Di-glucose binding protein with Leucine-rich repeat domain	5.07079	13.0822	4.99167	0	1.3673227420959706	-1.3900107098657604
Pp1s199_126V6	XLOC_011313	AT2G02510	NADH dehydrogenase (ubiquinone)s	39.74	44.6066	28.6423	0	0	-0.6391098404989652
Pp1s199_127V6	XLOC_011314	AT4G17740	Peptidase S41 family protein	8.62813	9.07299	4.87955	-0.8222998074918829	0	-0.8948299623986645
Pp1s116_172V6	XLOC_002651	AT1G56080	N/A	33.4664	32.2626	18.0682	-0.8892605794161544	0	-0.8364099196371552
Pp1s199_129V6	XLOC_011316	AT2G39730	rubisco activase	10.6023	5.23718	35.5522	1.7455615693530449	-1.0175151727713372	2.7630767421243823
Pp1s199_130V6	XLOC_011317	AT2G39730	rubisco activase	1017.89	424.483	118.186	-3.1064506096414006	-1.261802980602905	-1.844647629038496
Pp1s199_133V6	XLOC_011318	AT3G15080	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	1.52934	3.19135	2.79845	0	1.0612576601472241	0
Pp1s78_99V6	XLOC_033052	AT1G07810	ER-type Ca2+-ATPase 1	20.3614	16.7491	4.93044	-2.0460484552308325	0	-1.7642952697741658
Pp1s78_97V6	XLOC_033051	N/A	N/A	155.68	21.3298	0.647234	-7.910080503586001	-2.8676412718836217	-5.042439231702379
Pp1s331_40V6	XLOC_021181	AT5G26240	chloride channel D	19.2816	11.2931	10.4372	-0.8854900420228712	-0.77178320643757	0
Pp1s78_111V6	XLOC_033055	AT3G11590	N/A	2.78691	6.44931	3.54455	0	1.2104784044174128	-0.8635423363940222
Pp1s45_162V6	XLOC_026464	N/A	N/A	12.4062	0.0	0.0	-Inf	-Inf	0
Pp1s37_275V6	XLOC_023106	AT3G01190	Peroxidase superfamily protein	10.6613	5.67163	0.831133	-3.6811601963940253	-0.9105480420939924	-2.770612154300033
Pp1s45_179V6	XLOC_026467	N/A	N/A	0.0	0.0	3.2506	+Inf	0	+Inf
Pp1s37_244V6	XLOC_023100	AT1G34370	C2H2 and C2HC zinc fingers superfamily protein	12.4351	49.588	11.5026	0	1.9955729298617433	-2.1080310404257823
Pp1s37_247V6	XLOC_023101	AT4G36130	Ribosomal protein L2 family	266.891	179.033	85.1635	-1.6479435091062604	-0.5760251215823008	-1.0719183875239593
Pp1s45_156V6	XLOC_026462	AT4G29130	hexokinase 1	12.7383	8.03626	9.42211	0	-0.6645766084530517	0
Pp1s37_252V6	XLOC_023103	N/A	N/A	0.0	0.0	5.5434	+Inf	0	+Inf
Pp1s183_113V6	XLOC_009956	AT2G21150	XAP5 family protein	16.1088	10.8697	18.341	0	-0.5675369036988622	0.754760177614881
Pp1s38_63V6	XLOC_023671	AT5G12380	annexin 8	0.133561	0.0	2.61353	4.29042901426129	0	+Inf
Pp1s37_284V6	XLOC_023108	N/A	N/A	3.45737	0.997472	4.01677	0	-1.7933267566806228	2.009687605943861
-	XLOC_023109	N/A	N/A	41.8673	22.7281	3.96279	-3.40123546068571	-0.8813467981579147	-2.519888662527795
Pp1s116_170V6	XLOC_002650	AT2G42500	protein phosphatase 2A-3	0.0	0.0	2.09735	+Inf	0	+Inf
-	XLOC_029428	N/A	N/A	10.5635	1.53097	2.26273	-2.222951570876596	-2.786570003430135	0
-	XLOC_028737	N/A	N/A	3.84768	12.0697	5.32372	0	1.6493290928519382	-1.1808832173465658
-	XLOC_023223	N/A	N/A	3.0883	0.0	0.0	-Inf	-Inf	0
Pp1s331_19V6	XLOC_021186	N/A	N/A	49.0196	35.5608	4.06371	-3.592489356528889	0	-3.1294184250534673
Pp1s331_20V6	XLOC_021186	N/A	N/A	49.0196	35.5608	4.06371	-3.592489356528889	0	-3.1294184250534673
Pp1s158_45V6	XLOC_007441	AT3G23160	Protein of unknown function (DUF668)	3.69821	5.76142	3.29143	0	0.639597282844309	-0.8077099164570855
-	XLOC_028731	N/A	N/A	309.05	51.0847	0.0	-Inf	0	-Inf
Pp1s97_39V6	XLOC_035901	AT4G37650	GRAS family transcription factor	1.12942	0.0535756	6.7088	2.570472651100499	0	0
Pp1s97_74V6	XLOC_035907	AT1G67430	Ribosomal protein L22p/L17e family protein	247.619	177.249	103.457	-1.2590907552882384	-0.48234452980234066	-0.7767462254858979
Pp1s341_49V6	XLOC_021859	N/A	N/A	143.908	24.5221	0.0	-Inf	-2.552992357710261	-Inf
Pp1s2_120V6	XLOC_011361	AT1G19910	ATPase, F0/V0 complex, subunit C protein	532.857	236.929	153.793	-1.7927585770463366	-1.1692936219370729	-0.6234649551092637
Pp1s341_28V6	XLOC_021855	AT1G32230	WWE protein-protein interaction domain protein family	106.113	27.2855	14.1345	-2.908308658302436	-1.9593950268667377	-0.9489136314356985
Pp1s97_78V6	XLOC_035908	AT1G27400	Ribosomal protein L22p/L17e family protein	713.835	679.944	357.222	-0.9987697062924732	0	-0.9285949977701681
Pp1s341_4V6	XLOC_021850	AT1G59750	auxin response factor 1	40.6077	24.3238	47.9536	0	-0.7393846837717941	0.9792704938612613
Pp1s341_16V6	XLOC_021851	AT4G13550	triglyceride lipases;triglyceride lipases	9.58695	11.2423	28.3173	1.5625399005981253	0	1.3327464950289512
Pp1s341_20V6	XLOC_021853	N/A	N/A	2.21154	5.86576	0.0	-Inf	0	-Inf
Pp1s115_117V6	XLOC_002484	N/A	N/A	16.1934	4.44994	1.64393	-3.3001851544978007	-1.8635481397086802	0
Pp1s115_120V6	XLOC_002485	AT2G41700	ATP-binding cassette A1	67.6659	9.37669	5.05719	-3.7420210886381153	-2.8512783336817633	-0.8907427549563528
Pp1s115_128V6	XLOC_002487	AT1G19700	BEL1-like homeodomain 10	1.23309	0.0856334	0.105322	-3.549399374344168	-3.8479606843183345	0
Pp1s115_97V6	XLOC_002482	AT4G19460	UDP-Glycosyltransferase superfamily protein	2.44606	5.98255	1.52804	0	1.290300756823655	-1.9690782395749131
Pp1s19_322V6	XLOC_010550	AT4G33910	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	1.23742	4.25285	5.88057	2.248620744330652	1.7810947142915479	0
Pp1s115_132V6	XLOC_002488	AT2G17380	associated protein 19	49.4992	42.0891	60.2221	0	0	0.5168463564823979
Pp1s115_135V6	XLOC_002489	AT4G36860	LIM domain-containing protein	2.25016	3.72969	9.78615	2.1207138068172338	0.7290281337867548	1.391685673030479
Pp1s22_244V6	XLOC_013646	AT5G64500	Major facilitator superfamily protein	0.978088	0.0	1.46279	0	0	+Inf
Pp1s2_116V6	XLOC_011360	AT1G44770	N/A	8.67701	1.87469	0.871422	-3.3157545505908104	-2.21054594151992	0
Pp1s150_15V6	XLOC_006819	AT5G08340	Nucleotidylyl transferase superfamily protein	14.5197	26.5331	25.8974	0.8347956188359068	0.8697815976983425	0
Pp1s150_6V6	XLOC_006816	N/A	N/A	6.03456	0.560598	0.0231855	0	-3.428210080576913	0
Pp1s150_133V6	XLOC_006815	AT1G19490	Basic-leucine zipper (bZIP) transcription factor family protein	6.10793	11.1885	4.90355	0	0.873261199275638	-1.190118138860975
Pp1s150_124V6	XLOC_006813	AT2G19860	hexokinase 2	49.5207	41.9634	18.105	-1.4516435311022016	0	-1.2127433972979005
Pp1s150_120V6	XLOC_006812	AT4G08950	Phosphate-responsive 1 family protein	39.4712	53.2746	0.199668	-7.627053434077638	0	-8.059700909397284
