Gene	F163	F164	F165	F166	F167	F168	F169
REV_Pp1s276_79V6.1	0.024708	0.024708	0	0	0	0	0
Pp1s303_50V6.1 (+1)	0.33155	0.15393	0.23956	0.15393	0.15393	0.15393	0.23956
Pp1s13_142V6.1 (+3)	0.29509	0.29509	0.18814	0.29509	0.41167	0.29509	0.29509
Pp1s196_120V6.1 (+1)	0.21867	0.30171	0.48515	0.21867	0.14092	0.068141	0.14092
Pp1s38_211V6.1	0.055822	0.084892	0.027532	0.11476	0.084892	0.027532	0.055822
Pp1s198_161V6.1	0.32447	0.20604	0.32447	0.59737	0.32447	0.59737	0.45454
Pp1s160_155V6.1 (+1)	0.29595	0.23047	0.23047	0.16829	0.10926	0.053216	0.053216
Pp1s137_144V6.1	1.5688	1.283	0	0	0.80333	0.80333	0.80333
Pp1s120_127V6.1	4.2866	2.418	3.0054	3.8836	4.9544	3.0054	4.7229
Pp1s110_47V6.1	0.049343	0.049343	0.27229	0	0	0	0
Pp1s215_51V6.1 (+4)	0.671	0.671	0.78176	0	0	0	0
Pp1s85_170V6.1 (+1)	1.2948	1.0195	1.4462	0	0	0	0
Pp1s10_203V6.1 (+1)	0.28132	0.13195	0.28132	0	0	0	0
Pp1s54_32V6.1	0	0	0	0	0	0	0
sp|Q6YXL8|PSBF_PHYPA	0	0	0	0	0	0	0
Pp1s79_92V6.1	1.6935	1.9741	1.6935	1.0009	1.4394	0.81215	1.0009
Pp1s125_61V6.1	0.77373	0.10022	0.21049	0.21049	0.10022	0.10022	0.21049
Pp1s17_382V6.1	0.30855	0.43126	0.71229	0.19635	0.093779	0.19635	0.093779
Pp1s51_261V6.1	0.20178	0.096255	0.20178	0.20178	0.096255	0.096255	0.31745
Pp1s27_256V6.1	1.0787	1.0787	0.55123	1.4063	1.4063	1.4063	1.4063
Pp1s210_69V6.1	0.3402	0.3402	0.44199	0.24559	0.24559	0.3402	0.15767
Pp1s229_35V6.1	0.5654	0.25116	0.25116	0.39948	0.75098	0.75098	0.39948
Pp1s215_63V6.1	0.34346	0.10342	0.21754	0.21754	0.21754	0.21754	0.21754
Pp1s13_430V6.1	0.75098	0.39948	0.25116	0.75098	0.5654	0.11855	0.25116
Pp1s122_165V6.1	0.33296	0.059164	0.15454	0.029157	0.12183	0.029157	0.059164
Pp1s390_3V6.2	0.33689	0.21357	0.21357	0.33689	0.62241	0.33689	0.33689
Pp1s197_46V6.1	0.30583	0.23796	0.11264	0.17363	0.11264	0.17363	0.23796
Pp1s15_434V6.1	0.14921	0.072011	0	0.14921	0.23196	0.072011	0.072011
Pp1s191_87V6.1 (+2)	1.3963	1.6407	1.6407	1.91	1.91	1.6407	1.6407
Pp1s1_789V6.1 (+1)	0.45601	0.20665	0.20665	0	0.20665	0	0.20665
Pp1s117_2V6.1 (+7)	0.49836	0.49836	0.49836	0	0	0	0
Pp1s101_208V6.1 (+4)	0.32862	0.15266	0.32862	0	0	0	0
Pp1s167_52V6.2 (+1)	0	0.050893	0.10438	0	0.050893	0	0
Pp1s68_75V6.1	0.02139	0.02139	0.02139	0.02139	0.02139	0.02139	0.02139
Pp1s194_17V6.1	0	0	0.17236	0	0	0	0
Pp1s246_57V6.1 (+1)	0	0	0.1329	0	0	0	0
Pp1s6_11V6.1	0	0	0.094828	0	0	0	0
Pp1s169_113V6.1	0.2075	0.32688	0.2075	0.32688	0.32688	0.2075	0.32688
Pp1s226_114V6.1	0.42856	0.42856	0.42856	0.26843	0.26843	0.26843	0.26843
Pp1s22_258V6.1	0.11712	0.24797	0.24797	0.39413	0.39413	0.24797	0.39413
Pp1s222_129V6.1	0.55439	0.55439	0.55439	0.55439	0.55439	0.24675	0.55439
Pp1s301_31V6.1 (+2)	0.18804	0.41144	0.18804	0.41144	0.67684	0.41144	0.67684
Pp1s380_25V6.1	0.18874	0.18874	0.54071	0.18874	0.090295	0	0.090295
Pp1s382_17V6.1	0.19059	0.091142	0.091142	0.2991	0.2991	0.19059	0.091142
Pp1s44_176V6.1	0.46704	0.13627	0.2911	0.13627	0.2911	0.13627	0.13627
Pp1s230_32V6.1	0.17456	0.6204	0.37958	0.37958	0.17456	0.17456	0.90325
Pp1s229_36V6.1	0.15908	0.060831	0.09262	0.12536	0.09262	0.09262	0.060831
Pp1s98_136V6.1 (+1)	0.17883	0.17883	0.17883	0.17883	0.17883	0.17883	0.38964
Pp1s7_56V6.2	0.10165	0.10165	0.10165	0.15629	0.15629	0.15629	0.10165
Pp1s341_42V6.1	0.36479	0.51387	0.23039	0.67923	0.51387	0.36479	0.67923
Pp1s38_256V6.1	0.15352	0.15352	0.15352	0.33062	0.23891	0.42911	0.42911
Pp1s175_129V6.1	0.14696	0.14696	0.14696	0.31551	0.73056	0.14696	0.50883
Pp1s65_267V6.1	0.56558	0.46847	0.66912	0.66912	1.1564	0.56558	0.7795
Pp1s312_21V6.1 (+1)	0.26124	0.59074	0.41644	0.41644	0.41644	0.59074	1.5304
Pp1s317_49V6.1	1.1607	1.1607	2.4304	1.9406	1.5206	1.9406	1.5206
Pp1s53_211V6.1	0.095806	0	0.046808	0.095806	0.1471	0.046808	0.095806
Pp1s198_22V6.1	0.29122	0.13632	0.065982	0.065982	0.37642	0.21129	0.66724
Pp1s1_636V6.1	0.27479	0.084293	0.084293	0.27479	0.49876	0.17569	0.49876
Pp1s33_110V6.1 (+1)	0.76547	0.63662	0.69982	0	0	0	0
Pp1s94_157V6.1	0	0	0.39948	0	0.11855	0	0
Pp1s17_363V6.1	0.054306	0	0.11156	0	0	0	0
Pp1s10_201V6.1	0.1491	0.047417	0.047417	0	0	0	0
Pp1s46_147V6.1	0	0.11089	0.23408	0	0	0	0
Pp1s100_192V6.1 (+11)	0	0.29979	1.8543	0	0	0	0
REV_Pp1s358_6V6.1	0	0	0	0	0	0	0
Pp1s132_186V6.1	0.76386	0.76386	0.76386	0.60467	1.1312	0.76386	0.60467
Pp1s99_109V6.1	0.092883	0.092883	0.19439	0.092883	0.092883	0.092883	0.092883
Pp1s86_206V6.1	0.7833	0.47056	0.47056	0.47056	0.47056	0.47056	0.47056
Pp1s30_262V6.1	1.7438	1.3983	1.7438	2.139	3.3945	1.5652	2.139
Pp1s118_101V6.1	0.41727	0.41727	0.41727	1.0086	0.41727	0.41727	0.41727
Pp1s8_282V6.1	0.42539	0.23698	0.15232	0.23698	0.32785	0.15232	0.073463
Pp1s7_15V6.1	0.073757	0.036222	0.073757	0.19472	0.15295	0.073757	0.15295
Pp1s342_34V6.1	0.3661	0.20584	0.1329	0.064379	0.28347	0.064379	0.20584
Pp1s147_63V6.1 (+1)	0.23826	0.23826	0.23826	0.073835	0.15312	0.15312	0.23826
Pp1s54_12V6.1 (+1)	0.50045	0.6273	0.6273	0.50045	0.6273	0.3835	0.3835
Pp1s28_268V6.1	0.24545	0.24545	0.116	0.17895	0.3157	0.24545	0.3157
Pp1s31_187V6.1	0.26326	0.36561	0.26326	0.36561	0.26326	0.16859	0.16859
Pp1s317_45V6.1 (+1)	0.35655	0.35655	0.35655	0.35655	0.35655	0.35655	0.35655
Pp1s339_13V6.1	0.26241	0.26241	0.26241	0.59369	0.41841	0.26241	0.26241
Pp1s347_23V6.1 (+2)	0.68221	0.4771	0.13886	0.68221	0.68221	0.68221	0.68221
Pp1s54_77V6.1	0.35452	0.49869	0.35452	0.35452	0.35452	0.22421	0.35452
Pp1s39_120V6.1	0.086952	0.04257	0.086952	0.086952	0.086952	0	0.086952
Pp1s91_24V6.1	0.068747	0.02241	0.02241	0.092698	0.11718	0.068747	0.14222
Pp1s396_19V6.1	0.28005	0.28005	0.28005	0.08578	0.28005	0.28005	0.28005
Pp1s33_311V6.1	0.40498	0.12001	0.12001	0.76246	0.5736	0.40498	0.76246
Pp1s54_291V6.1	0.32693	0.15193	0.15193	0.32693	0.42417	0.32693	0.42417
Pp1s39_247V6.1	0.19971	0.095312	0.095312	0.4393	0.19971	0.31405	0.4393
Pp1s2_788V6.1 (+2)	0.19768	0.094386	0.31073	0.19768	0.094386	0	0.094386
Pp1s461_15V6.1	0.26973	0.17258	0.48886	0	0	0	0
Pp1s403_11V6.1	0	0.051706	0.49677	0	0	0	0
Pp1s58_143V6.1	0.073109	0.03591	0.15156	0	0	0	0
Pp1s268_77V6.1 (+1)	0.049595	0	0.049595	0	0	0	0
Pp1s13_123V6.1	0.23502	0.11131	0.3725	0.23502	0.3725	0.11131	0.23502
Pp1s125_47V6.1	0.20928	0.28835	0.13506	0.20928	0.20928	0.13506	0.13506
Pp1s241_34V6.1	0.17352	0.17352	0.37715	0.37715	1.2256	0.37715	0.17352
Pp1s13_238V6.1	0.26966	0.12679	0.12679	0.43065	0.61205	0.12679	0.12679
Pp1s25_110V6.1 (+1)	0.55963	0.55963	0.55963	0.94774	1.4324	0.94774	0.55963
Pp1s517_11V6.2	0.40685	0.25554	0.25554	0.40685	0.40685	0.40685	0.40685
Pp1s340_26V6.1 (+1)	0.39948	0.39948	0.5654	0.39948	0.5654	0.39948	0.39948
Pp1s210_105V6.1	0.70229	0.49031	0.14224	0.30472	0.49031	0.14224	0.30472
Pp1s242_42V6.1	0.17048	0.37003	0.37003	0.37003	0.37003	0.37003	0.37003
Pp1s15_232V6.1	0.14959	0.14959	0.07219	0.14959	0.23258	0.14959	0.23258
Pp1s90_139V6.2	0.71276	0.46868	0.46868	0.25938	0.16619	0.079904	0.25938
Pp1s52_50V6.1	0.3452	0.076952	0.076952	0.3452	0.44871	0.3452	0.44871
Pp1s309_73V6.1 (+2)	7.217	3.6858	3.072	3.6858	4.7844	4.0267	3.3682
Pp1s84_178V6.1	0.10127	0.10127	0	0	0.10127	0	0.10127
Pp1s130_191V6.1 (+2)	0.049427	0	0.049427	0	0	0	0
Pp1s31_182V6.1	0	0	0.22089	0	0	0	0
Pp1s61_279V6.1	0	0	0.5014	0	0	0	0
Pp1s135_34V6.1	0	0	0	0	0	0	0
Pp1s386_29V6.1	0.30886	0.30886	0.22369	0.14405	0.14405	0.14405	0.14405
Pp1s536_10V6.1 (+1)	3.0561	1.6649	1.6649	2.5261	2.5261	1.6649	3.0561
Pp1s150_85V6.1	0.30533	0.30533	0.19439	0.30533	0.30533	0.19439	0.19439
Pp1s84_6V6.1	0.25554	0.12051	0.12051	0.25554	0.25554	0.12051	0.40685
Pp1s30_179V6.1	0.21357	0.21357	0.10162	0.21357	0.33689	0.10162	0.33689
Pp1s52_214V6.1	0.5069	0.22756	0.22756	0.5069	0.22756	0.22756	0
Pp1s8_140V6.1	0.15116	0.098392	0.098392	0.26443	0.15116	0.15116	0.15116
Pp1s10_194V6.1	0.19839	0.19839	0.062183	0.35206	0.27291	0.35206	0.27291
Pp1s4_13V6.1 (+2)	0.66323	0.28966	0.46458	0.66323	0.88882	0.66323	0.88882
Pp1s13_116V6.1 (+1)	0.19486	0.061139	0	0.26791	0.19486	0.12602	0.12602
Pp1s8_116V6.1	0.049849	0.33894	0.33894	0.10218	0.10218	0	0.049849
Pp1s367_8V6.1	0.095312	0	0.19971	0.4393	0.31405	0.19971	0.31405
Pp1s273_60V6.1	0.59024	0	0.097218	0.59024	0.59024	0.44934	0.32093
Pp1s201_84V6.1	0	0.076149	0	0.24628	0.34119	0.24628	0.1581
Pp1s383_1V6.1 (+2)	1.1072	0.96912	0.84011	0	0	0	0
Pp1s475_2V6.1	0	0.076348	0.076348	0	0	0	0.076348
Pp1s72_288V6.1	0	0	0.20389	0	0	0	0
Pp1s159_111V6.1	0	0	0.27028	0	0	0	0
Pp1s253_37V6.1 (+4)	0.1176	0	0.1176	0	0	0	0
Pp1s234_30V6.1 (+6)	0.049176	0	0	0	0	0	0
Pp1s197_115V6.1	0	0	0	0	0	0	0
Pp1s93_184V6.1	0.074782	0.15516	0.24154	0.24154	0.24154	0.15516	0.24154
Pp1s63_95V6.2	0.38985	0.28005	0.38985	0.17892	0.17892	0.17892	0.38985
Pp1s61_124V6.1	0.34753	0.10453	0.22	0.48839	0.34753	0.10453	0.34753
Pp1s130_227V6.1	0.19443	0.2673	0.19443	0.19443	0	0.061011	0.12575
Pp1s241_54V6.1	0.38708	0.63362	0.38708	0.38708	0.38708	0.38708	0.38708
Pp1s159_143V6.1	0.56496	0.25098	0.25098	0.95774	1.4491	0.56496	0.56496
Pp1s450_1V6.1	0.2357	0.073094	0	0.42295	0.2357	0.32603	0.32603
Pp1s43_32V6.1	0.30024	0	0	0.57381	0.73147	0.39676	0.46506
Pp1s179_68V6.1	0.51324	0.51324	0.31807	0	0	0	0
Pp1s79_157V6.1	0.15592	0.33614	0.33614	0	0	0	0
Pp1s309_83V6.1	0	0	0.056082	0	0	0	0
Pp1s262_91V6.1	0	0	0.19355	0	0	0	0
Pp1s332_31V6.1	0	0	0.033905	0	0	0	0
tr|A9RJF7|A9RJF7_PHYPA	0	0	0	0	0	0	0
Pp1s45_212V6.1 (+1)	0.2774	0.17729	0.17729	0.38601	0.2774	0.38601	0.17729
Pp1s61_267V6.1	0.42041	0.1241	0.2636	0.42041	0.42041	0.42041	0.2636
Pp1s199_129V6.1	3.0952	3.6837	2.8293	3.6837	3.6837	2.5807	4.0089
Pp1s10_47V6.1	0.12625	0.26843	0.12625	0.12625	0.26843	0.12625	0.12625
Pp1s160_136V6.1	0.90244	0.56088	0.56088	0.90244	0.72322	0.72322	1.1003
Pp1s81_230V6.1	0.64312	0.086288	0.18002	0.18002	0.28184	0.28184	0.39245
Pp1s32_198V6.1	0.062853	0	0.062853	0.27612	0.12966	0.12966	0.20066
Pp1s259_23V6.1	0.76776	0.76776	0.76776	0.76776	0.76776	0.76776	0.76776
Pp1s355_65V6.1	0.28624	0.13413	0.13413	0.13413	0.13413	0	0
Pp1s229_29V6.1	0.23138	0.10967	0.10967	0.23138	0.16894	0	0.16894
sp|Q6YXP3|RR4_PHYPA	0.14435	0.14435	1.2457	0.14435	0	0	0
Pp1s191_1V6.1	0	0	0.16733	0	0	0	0
Pp1s56_26V6.1	0	0	0	0	0	0	0
Pp1s3_367V6.1 (+3)	0	0	0.21904	0	0	0	0
Pp1s91_243V6.1	0	0	0.14653	0	0	0	0
REV_Pp1s136_10V6.1 (+1)	0	0	0	0	0	0	0
Pp1s5_345V6.1	0	0	0	0	0	0	0
Pp1s15_390V6.1	0	0	0	0	0	0	0
Pp1s5_195V6.1	0.072912	0.15114	0.23507	0.15114	0.23507	0.072912	0.15114
Pp1s40_15V6.1 (+1)	0.50573	0.27834	0.22708	0.33175	0.38739	0.33175	0.33175
Pp1s368_36V6.1	0.47471	0.16811	0.26248	0.36447	0.59385	0.36447	0.47471
Pp1s192_62V6.1	0.15598	0.075167	0.24288	0.3363	0.54474	0.24288	0.15598
Pp1s475_26V6.1	0.10162	0.10162	0.33689	0.10162	0.21357	0.10162	0.10162
Pp1s89_220V6.1	0.19059	0.41751	0.19059	0.19059	0.19059	0.2991	0.41751
Pp1s75_252V6.1	0.23956	0.15393	0.15393	0.23956	0.15393	0.15393	0.23956
Pp1s6_146V6.1	1.649	1.2361	1.2361	1.4338	1.649	1.3329	1.4338
Pp1s340_20V6.1	0.16115	0.077567	0.16115	0.34827	0.25122	0.16115	0.25122
Pp1s101_240V6.1	0.72674	0.31405	0.095312	0.31405	0.31405	0.19971	0.31405
Pp1s236_34V6.1	0.49009	0	0.22069	0.81894	0.81894	0.81894	0.49009
Pp1s14_179V6.2	0.57594	0.25536	0.25536	0.57594	0.97837	0	0.57594
Pp1s212_78V6.1	0.39768	0.11807	0.74722	0.11807	0.39768	0	0.11807
Pp1s13_21V6.1 (+2)	0.18804	0.18804	0.18804	0.41144	0.99215	0.67684	0.67684
Pp1s102_181V6.1	0.18804	0.18804	0.18804	0.99215	0.41144	0.18804	0.99215
Pp1s398_15V6.1	0.039673	0	0.1238	0.16839	0.16839	0.039673	0.1238
Pp1s74_253V6.1	0	0	0	0.33365	0.49644	0.25903	0.41271
Pp1s14_433V6.1 (+2)	0	0.19174	1.4039	0	0	0	0
sp|Q6YXK0|ATPI_PHYPA	0	0	0.11952	0	0	0	0
Pp1s101_8V6.1 (+1)	0	0	0	0	0	0	0
Pp1s173_129V6.1	0	0	0	0	0	0	0
Pp1s271_98V6.1 (+1)	0	0	0	0	0	0	0
Pp1s283_72V6.1	0	0	0	0	0	0	0
Pp1s39_82V6.1	0	0	0	0	0	0	0
Pp1s217_29V6.1 (+1)	0.1957	0.30747	0.1957	0.30747	0.1957	0.1957	0.30747
Pp1s17_86V6.1	0.22483	0.14477	0.22483	0.069939	0.14477	0.069939	0.14477
Pp1s302_11V6.1 (+1)	0.49419	0.49419	0.22237	0.82645	0.49419	0.49419	0.82645
Pp1s80_23V6.1	3.1388	3.1388	6.0503	2.4655	2.4655	2.4655	0
Pp1s131_6V6.1	1.6772	1.1235	1.3843	1.2501	1.1235	1.1235	1.5265
Pp1s115_12V6.1	0.26192	0.059884	0.059884	0.059884	0.12335	0.12335	0.19062
Pp1s154_6V6.1 (+1)	0.065982	0.21129	0	0.065982	0.13632	0	0.065982
Pp1s130_293V6.1	0.13924	0.21598	0	0.13924	0.29788	0.067354	0.29788
Pp1s21_13V6.1	0	0	0.12575	0.061011	0.12575	0	0
Pp1s82_6V6.1	0.14653	0.50714	0.72797	0	0	0	0
Pp1s38_289V6.1	0	0	0	0.27217	0.27217	0.12791	0
Pp1s281_7V6.1	0.17249	0.88992	0.37474	0	0	0	0
Pp1s215_36V6.1	0.16811	0.08079	0.16811	0	0	0	0
Pp1s183_17V6.1	0.15186	0.15186	0.15186	0	0	0	0
Pp1s49_242V6.1 (+4)	0.096895	0.096895	0.096895	0	0	0	0
Pp1s32_201V6.1	0	0	0.43126	0	0	0	0
Pp1s195_11V6.1 (+1)	0	0	0.11392	0	0	0	0
Pp1s223_127V6.1	0	0	0.062374	0.020373	0	0	0
Pp1s96_61V6.1	0.012379	0	0	0	0.012379	0	0
Pp1s21_140V6.1	0	0	0	0	0	0	0
Pp1s160_96V6.1	0	0	0.060884	0	0	0	0
Pp1s115_206V6.1	0.028954	0	0	0	0	0	0
Pp1s28_172V6.1	0	0	0	0	0	0	0
Pp1s28_238V6.1	0	0	0	0	0	0	0
Pp1s34_83V6.1 (+1)	0.45956	0.45956	0.76333	0.76333	0.76333	0.76333	0.76333
Pp1s258_80V6.1	0.29979	0.29979	0.68946	0.68946	0.29979	0.29979	0.68946
Pp1s189_77V6.2	0.17783	0.17783	0.17783	0.27827	0.27827	0.38728	0.38728
Pp1s429_7V6.1	0.38053	0.23984	0.11348	0.5372	0.38053	0.23984	0.23984
Pp1s31_253V6.1	0.32688	0.45807	0.2075	0.32688	0.32688	0.098865	0.2075
Pp1s76_105V6.1	1.3138	0.95644	0.7494	0.95644	1.4469	0.95644	1.069
Pp1s156_109V6.1	0.60222	0.32688	0.45807	0.098865	0.098865	0.098865	0.2075
Pp1s67_59V6.1	0.13991	0.067666	0.067666	0.38732	0.4812	0.13991	0.2994
Pp1s534_6V6.1	0.31631	0.4426	0.31631	0.095939	0.095939	0	0.095939
Pp1s389_5V6.1	0.71361	0.62376	0	0.53861	0.90851	0.71361	0.45794
Pp1s174_60V6.1	0.28268	0	0	0.4527	0.4527	0.28268	0.28268
Pp1s153_103V6.1	0.28781	0.16389	0.57664	0	0.10647	0	0.10647
Pp1s270_28V6.1	0.066282	0.066282	0.13696	0.21232	0.29267	0.13696	0.29267
Pp1s20_66V6.1	0.16829	0.053216	0.29595	0	0	0	0
Pp1s152_82V6.1 (+2)	0.40498	0.25443	0.5736	0	0	0	0
Pp1s165_39V6.1 (+4)	0.3628	0.3628	0.3628	0	0	0	0
Pp1s83_80V6.1	0.43088	0.22024	0.22024	0	0	0	0
Pp1s144_8V6.1	0.050279	0.050279	0.050279	0	0	0	0
REV_Pp1s26_172V6.1	0	0	0.021987	0	0	0.021987	0
Pp1s212_34V6.1	0	0	0	0	0	0	0
Pp1s235_87V6.1 (+3)	0	0	0.11308	0	0	0	0
Pp1s419_36V6.2	0	0	0	0	0	0	0
Pp1s43_137V6.1	0	0	0	0	0	0	0
Pp1s15_328V6.1	0	0	0	0	0	0	0
Pp1s84_186V6.1 (+4)	0	0	0	0	0	0	0
Pp1s21_61V6.1	0.72196	0.54461	1.1401	0.54461	0.91967	0.24282	0.54461
Pp1s44_263V6.1	0.28275	0.28275	0.086544	0.18058	0.086544	0.18058	0.086544
Pp1s23_273V6.1 (+2)	0.31119	0.14507	0.14507	0.5014	0.14507	0.31119	0.5014
Pp1s93_165V6.1	0.39888	0.30805	0.39888	0.069439	0.30805	0.1437	0.22312
Pp1s169_133V6.1 (+2)	0.19062	0.059884	0.12335	0.19062	0.19062	0.12335	0.12335
Pp1s22_276V6.1 (+1)	0.36111	0.26015	0.16667	0	0.080124	0.080124	0.080124
Pp1s104_88V6.1 (+3)	0.28005	0.08578	0	0.08578	0.08578	0.08578	0.17892
Pp1s30_195V6.1	0.16108	0.16108	0.16108	0.3481	0.3481	0.3481	0.3481
Pp1s36_358V6.1	0.12398	0.081033	0.081033	0.039727	0.12398	0.12398	0.12398
Pp1s280_13V6.1 (+1)	0.15346	0.15346	0	0.77014	0.15346	0.53464	1.0418
Pp1s392_46V6.1 (+1)	0.95191	0	0.39711	1.727	1.727	0.95191	1.727
Pp1s359_29V6.1	0.33047	0	0.15346	0.53464	0.77014	0.53464	0.33047
Pp1s181_106V6.2	0.12872	0.084069	0.12872	0	0.041186	0	0
Pp1s100_117V6.1 (+4)	0.19486	0	0.12602	0.061139	0.12602	0	0
Pp1s76_48V6.1 (+1)	0.33819	0.21435	0.33819	0	0	0	0
Pp1s74_140V6.1	0.18516	0.40459	0.088649	0	0	0	0
Pp1s123_136V6.2	0.14161	0.068461	0.068461	0	0	0	0
Pp1s138_36V6.1	0.080142	0	0.080142	0	0	0	0
Pp1s162_162V6.1 (+3)	0	0	0	0	0	0	0.048201
Pp1s352_50V6.1	0	0	0.036158	0	0	0	0
Pp1s429_33V6.2	0	0	0	0	0	0	0
Pp1s108_25V6.1	0	0	0	0	0	0	0
Pp1s164_16V6.2	0	0	0	0	0	0	0
Pp1s38_177V6.1	0	0	0	0	0	0	0
Pp1s83_69V6.1	0	0	0	0	0	0	0
Pp1s281_110V6.1	2.3249	2.0844	3.165	2.3249	2.5842	2.5842	2.5842
Pp1s212_59V6.1 (+1)	0.26015	0.16667	0.080124	0.16667	0.16667	0.26015	0.16667
Pp1s100_191V6.1	0.093511	0.093511	0.061407	0.093511	0.061407	0.030246	0.061407
Pp1s191_76V6.1	0.18457	0.18457	0.18457	0.18457	0.28926	0.28926	0.08838
Pp1s36_299V6.1	0.22859	0.22859	0.10842	0.22859	0.22859	0.22859	0.22859
Pp1s7_222V6.2	0.12221	0.029245	0.059345	0.12221	0.059345	0.059345	0.059345
Pp1s87_117V6.1	0.97371	0.70612	0.62524	0.70612	0.79102	0.88015	0.70612
Pp1s207_101V6.1	0.082156	0.082156	0.082156	0.17106	0.26727	0.17106	0.26727
Pp1s31_110V6.1	0.25443	0.25443	0.25443	0	0	0.12001	0.12001
Pp1s111_8V6.1	0	0.10364	0.050541	0	0.050541	0.050541	0.050541
Pp1s545_14V6.1	0.13627	0.46704	0.66694	0.13627	0.2911	0.13627	0.13627
Pp1s139_98V6.1	0.085927	0.085927	0.085927	0.085927	0	0	0.085927
Pp1s150_45V6.1	0	0.070107	0	0.14513	0.14513	0.14513	0.14513
Pp1s49_210V6.1	0.2002	0.2002	0.27547	0	0.12937	0.062718	0
Pp1s354_37V6.1 (+1)	0.39673	0	0.59645	0.70678	0.95085	0.59645	0.49326
Pp1s37_63V6.1 (+3)	0.30792	0.14364	1.2374	0	0.14364	0	0
Pp1s356_44V6.1	0.13182	0.086054	0.17951	0	0	0	0
Pp1s3_467V6.1	0.07528	0.036957	0.036957	0	0.11502	0.036957	0
Pp1s201_115V6.1 (+2)	0	0	0	0.32093	0.20389	0.097218	0.20389
Pp1s28_391V6.1	0.11441	0	0.11441	0	0	0.055654	0.055654
Pp1s115_101V6.1 (+7)	0.23116	0.51575	0.86612	0	0	0	0
Pp1s66_138V6.1	0	0.073463	0.15232	0	0	0	0
Pp1s93_67V6.1 (+1)	0.10269	0.10269	0.10269	0	0	0	0
Pp1s62_200V6.1	0	0	0.10306	0	0.10306	0	0
Pp1s250_25V6.1	0	0	0	0	0	0	0
Pp1s26_173V6.1	0.054205	0.054205	0	0	0	0	0
REV_Pp1s90_174V6.1	0.010516	0	0	0	0	0	0
Pp1s9_334V6.1	0.041303	0	0.041303	0	0	0	0
Pp1s252_67V6.1 (+1)	0	0	0.023437	0	0	0	0
Pp1s65_271V6.1 (+1)	0	0	0.029452	0	0	0	0
Pp1s8_196V6.1	0	0	0.11348	0	0	0	0
REV_tr|A9TEM5|A9TEM5_PHYPA	0	0	0	0	0	0	0
Pp1s44_58V6.1	0	0	0	0	0	0	0
Pp1s13_171V6.1	0	0	0	0	0	0	0
Pp1s28_354V6.1	0	0	0	0	0	0	0
Pp1s31_225V6.1	0	0	0	0	0	0	0
tr|A9S4P2|A9S4P2_PHYPA	0	0	0	0	0	0	0
Pp1s64_7V6.1	0.42326	0	0.19301	0.19301	0.42326	0.42326	0.42326
Pp1s114_66V6.1 (+3)	0.20318	0.20318	0.20318	0.096895	0.096895	0.20318	0.20318
Pp1s243_26V6.1	0.16115	0.16115	0.25122	0.16115	0.25122	0.077567	0.077567
Pp1s81_135V6.1	0.35228	0.35228	0.16287	0.35228	0.57253	0.57253	0.35228
Pp1s212_61V6.1	0.36479	0.36479	0.23039	0.23039	0.36479	0.10923	0.23039
Pp1s50_92V6.1	0.10845	0.05283	0.05283	0.16701	0.16701	0.10845	0.16701
Pp1s276_97V6.1 (+4)	0.20148	0	0.096122	0.20148	0.31697	0.14759	0.14759
Pp1s137_140V6.1	0.39427	0.31914	0.31914	0.39427	0.64635	0.39427	0.24805
Pp1s22_320V6.1	0	0.11573	0.11573	0.38892	0.38892	0.24485	0.38892
Pp1s54_189V6.1 (+1)	0.03691	0.075183	0.075183	0.24293	0.19869	0.15602	0.11487
Pp1s107_1V6.1	0.053119	0.053119	0.053119	0.23001	0.10906	0.053119	0.16797
sp|Q6YXL2|IF1C_PHYPA	0.93716	0.39182	0.93716	2.7526	1.6962	1.6962	0
Pp1s2_377V6.1	0.16058	0.10438	0	0.16058	0.10438	0.10438	0.16058
Pp1s103_80V6.1	0.41644	0.12305	0.41644	0.41644	0.59074	0	0.26124
Pp1s260_17V6.1 (+3)	0.32693	0	0.23634	0.23634	0.15193	0.15193	0.073278
Pp1s2_275V6.1	0.17675	0.17675	0.27652	0.084783	0	0	0
Pp1s11_225V6.1 (+1)	0.27452	0.62439	0.27452	0	0.27452	0.62439	0
Pp1s125_16V6.1	0.15312	0.15312	0.32969	0	0	0	0
Pp1s68_9V6.1	0.032688	0.032688	0.032688	0	0	0	0
Pp1s22_94V6.1 (+7)	0.28132	0.13195	0.28132	0	0	0	0
Pp1s165_30V6.1	0	0	0.3679	0	0	0	0
Pp1s35_261V6.1	0	0	0.17156	0	0	0	0
Pp1s138_81V6.1 (+1)	0.50894	0	0.67241	0	0	0	0
Pp1s324_48V6.1	0	0	0.031728	0	0	0.031728	0
Pp1s323_82V6.3	0.045995	0	0	0	0	0	0
tr|A9SZI7|A9SZI7_PHYPA	0	0	0	0	0	0	0
REV_Pp1s100_68V6.1	0.11666	0	0	0	0	0.11666	0.11666
Pp1s197_92V6.1	0	0	0	0	0	0	0
Pp1s15_447V6.1	0	0	0	0	0	0	0
Pp1s50_49V6.1	0	0	0	0	0	0	0
Pp1s97_12V6.1	0.17148	0.17148	0.37237	0.37237	0.37237	0.17148	0.37237
Pp1s79_8V6.2 (+1)	0.4414	0.4414	0.12961	0.27602	0.12961	0.12961	0.12961
