accession	annotator_id	csid	date	value	source
Pp1s132_175V6.1	cosmoss		2009-07-17 11:25:52	phosphoribulokinase precursor	cosmoss|V1.2-5_mapping_Phypa_232765
Pp1s238_34V6.1	cosmoss		2009-07-17 11:25:52	MJL14.2; RNA-binding protein, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_2326
Pp1s31_364V6.1	cosmoss		2009-07-17 11:25:52	F2O10.10; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_23257
Pp1s71_304V6.1	cosmoss		2009-07-17 11:25:52	alpha beta hydrolase fold	cosmoss|V1.2-5_mapping_Phypa_233118
Pp1s73_31V6.1	cosmoss		2009-07-17 11:25:52	thylakoid lumenalkdachloroplast precursor	cosmoss|V1.2-5_mapping_Phypa_233194
Pp1s76_197V6.1	cosmoss		2009-07-17 11:25:52	aaa-atpase of vps4 skd1 family	cosmoss|V1.2-5_mapping_Phypa_233323
Pp1s77_258V6.1	cosmoss		2009-07-17 11:25:52	histidine triad nucleotide binding protein 3	cosmoss|V1.2-5_mapping_Phypa_233374
Pp1s78_141V6.1	cosmoss		2009-07-17 11:25:52	heat shock	cosmoss|V1.2-5_mapping_Phypa_233429
Pp1s78_141V6.2	cosmoss		2009-07-17 11:25:52	heat shock	cosmoss|V1.2-5_mapping_Phypa_233429
Pp1s86_180V6.1	cosmoss		2009-07-17 11:25:52	imprinted and ancient	cosmoss|V1.2-5_mapping_Phypa_233499
Pp1s86_212V6.1	cosmoss		2009-07-17 11:25:52	-like protein	cosmoss|V1.2-5_mapping_Phypa_233509
Pp1s86_214V6.1	cosmoss		2009-07-17 11:25:52	early flowering 3	cosmoss|V1.2-5_mapping_Phypa_233510
Pp1s89_168V6.1	cosmoss		2009-07-17 11:25:52	crk1 protein	cosmoss|V1.2-5_mapping_Phypa_233548
Pp1s89_188V6.1	cosmoss		2009-07-17 11:25:52	homeobox transcription factor-like	cosmoss|V1.2-5_mapping_Phypa_233555
Pp1s112_240V6.1	cosmoss		2009-07-17 11:25:51	serine proteinase	cosmoss|V1.2-5_mapping_Phypa_230846
Pp1s119_66V6.1	cosmoss		2009-07-17 11:25:51	protein kinase	cosmoss|V1.2-5_mapping_Phypa_231029
Pp1s122_115V6.1	cosmoss		2009-07-17 11:25:51	camk family protein kinase	cosmoss|V1.2-5_mapping_Phypa_231106
Pp1s122_117V6.1	cosmoss		2009-07-17 11:25:51	camk family protein kinase	cosmoss|V1.2-5_mapping_Phypa_231106
Pp1s122_118V6.1	cosmoss		2009-07-17 11:25:51	camk family protein kinase	cosmoss|V1.2-5_mapping_Phypa_231106
Pp1s122_126V6.1	cosmoss		2009-07-17 11:25:51	type i-m beta mads-box mads-domainpptim7	cosmoss|V1.2-5_mapping_Phypa_231108
Pp1s126_119V6.1	cosmoss		2009-07-17 11:25:51	aspartyl protease family protein	cosmoss|V1.2-5_mapping_Phypa_231184
Pp1s126_119V6.2	cosmoss		2009-07-17 11:25:51	aspartyl protease family protein	cosmoss|V1.2-5_mapping_Phypa_231184
Pp1s128_10V6.1	cosmoss		2009-07-17 11:25:51	centrin 2	cosmoss|V1.2-5_mapping_Phypa_231229
Pp1s128_117V6.1	cosmoss		2009-07-17 11:25:51	pentatricopeptiderepeat-containing protein	cosmoss|V1.2-5_mapping_Phypa_231271
Pp1s128_11V6.1	cosmoss		2009-07-17 11:25:51	centrin 2	cosmoss|V1.2-5_mapping_Phypa_231229
Pp1s134_37V6.1	cosmoss		2009-07-17 11:25:51	timeless protein	cosmoss|V1.2-5_mapping_Phypa_231531
Pp1s136_74V6.1	cosmoss		2009-07-17 11:25:51	receptor protein kinase	cosmoss|V1.2-5_mapping_Phypa_231628
Pp1s140_148V6.2	cosmoss		2009-07-17 11:25:51	rab gtpase activator	cosmoss|V1.2-5_mapping_Phypa_231869
Pp1s146_101V6.1	cosmoss		2009-07-17 11:25:51	serine carboxypeptidase ii	cosmoss|V1.2-5_mapping_Phypa_231902
Pp1s148_131V6.1	cosmoss		2009-07-17 11:25:51	coiled-coil domain containing 113	cosmoss|V1.2-5_mapping_Phypa_232038
Pp1s148_155V6.1	cosmoss		2009-07-17 11:25:51	GAPN	cosmoss|V1.2-5_mapping_Phypa_232053
Pp1s148_7V6.1	cosmoss		2009-07-17 11:25:51	taf15b (tbp-associated factor 15b) binding	cosmoss|V1.2-5_mapping_Phypa_231987
Pp1s149_8V6.1	cosmoss		2009-07-17 11:25:51	myb transcription factor	cosmoss|V1.2-5_mapping_Phypa_232064
Pp1s1_95V6.1	cosmoss		2009-07-17 11:25:51	T19K4.3; senescence/dehydration-associated protein-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_23136
Pp1s2_329V6.1	cosmoss		2009-07-17 11:25:51	F24M12.290; senescence/dehydration-associated protein-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_23114
Pp1s2_341V6.1	cosmoss		2009-07-17 11:25:51	F7K24.50; hypothetical protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_23193
Pp1s48_110V6.1	cosmoss		2009-07-17 11:25:51	F18N11.160; exostosin family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_23082
Pp1s9_179V6.1	cosmoss		2009-07-17 11:25:51	F10M23.190; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_23110
Pp1s97_156V6.1	cosmoss		2009-07-17 11:25:51	wrnip1 protein	cosmoss|V1.2-5_mapping_Phypa_230236
Pp1s97_156V6.3	cosmoss		2009-07-17 11:25:51	wrnip1 protein	cosmoss|V1.2-5_mapping_Phypa_230236
Pp1s97_260V6.2	cosmoss		2009-07-17 11:25:51	phd finger protein 17	cosmoss|V1.2-5_mapping_Phypa_230265
Pp1s31_149V6.1	cosmoss		2009-07-17 11:25:50	MWC10.3; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22863
Pp1s312_13V6.1	cosmoss		2009-07-17 11:25:50	MXC9.22; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_2298
Pp1s39_178V6.1	cosmoss		2009-07-17 11:25:50	F18N11.160; exostosin family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22921
Pp1s72_268V6.1	cosmoss		2009-07-17 11:25:50	qa-syp2 pep12p syntaxin 7-type	cosmoss|V1.2-5_mapping_Phypa_229242
Pp1s72_269V6.1	cosmoss		2009-07-17 11:25:50	qa-syp2 pep12p syntaxin 7-type	cosmoss|V1.2-5_mapping_Phypa_229242
Pp1s72_333V6.1	cosmoss		2009-07-17 11:25:50	zinc finger (ccch-type) family protein	cosmoss|V1.2-5_mapping_Phypa_229274
Pp1s75_104V6.1	cosmoss		2009-07-17 11:25:50	glutathione s-transferase	cosmoss|V1.2-5_mapping_Phypa_229418
Pp1s77_124V6.1	cosmoss		2009-07-17 11:25:50	embryo-specific protein 1	cosmoss|V1.2-5_mapping_Phypa_229609
Pp1s77_230V6.2	cosmoss		2009-07-17 11:25:50	rc protein	cosmoss|V1.2-5_mapping_Phypa_229640
Pp1s86_100V6.1	cosmoss		2009-07-17 11:25:50	protein kinase	cosmoss|V1.2-5_mapping_Phypa_229854
Pp1s89_147V6.1	cosmoss		2009-07-17 11:25:50	swib complex baf60b domain-containing protein	cosmoss|V1.2-5_mapping_Phypa_229959
Pp1s1365_1V6.1	cosmoss		2009-07-17 11:25:49	Eukaryotic initiation factor 4A-11 (ATP-dependent RNA helicase eIF4A-11) (eIF-4A-11) [Nicotiana tabacum]	cosmoss|V1.2-5_mapping_Phypa_228441
Pp1s454_1V6.1	cosmoss		2009-07-17 11:25:49	T21B14.13; Aha1 domain-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227834
Pp1s456_6V6.1	cosmoss		2009-07-17 11:25:49	T9I4.16; FtsH protease, putative [EC:3.4.24.-] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227865
Pp1s458_12V6.1	cosmoss		2009-07-17 11:25:49	MWL2.8; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227912
Pp1s458_12V6.2	cosmoss		2009-07-17 11:25:49	MWL2.8; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227912
Pp1s460_22V6.1	cosmoss		2009-07-17 11:25:49	K10D20.8; DNA-directed DNA polymerase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227947
Pp1s478_8V6.1	cosmoss		2009-07-17 11:25:49	F18O9.50; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228060
Pp1s486_14V6.1	cosmoss		2009-07-17 11:25:49	F4C21.14; xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative [EC:2.4.1.207] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228100
Pp1s507_6V6.1	cosmoss		2009-07-17 11:25:49	MDJ22.19; adaptin family [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228191
Pp1s509_5V6.1	cosmoss		2009-07-17 11:25:49	F5K20.80; rhomboid family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228199
Pp1s509_5V6.2	cosmoss		2009-07-17 11:25:49	F5K20.80; rhomboid family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228199
Pp1s533_11V6.1	cosmoss		2009-07-17 11:25:49	Ubiquitin-conjugating enzyme E2-17 kDa 9 (Ubiquitin-protein ligase 9) (Ubiquitin carrier protein 9) (UBCAT4B) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228283
Pp1s567_2V6.1	cosmoss		2009-07-17 11:25:49	MYA6.8; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228352
Pp1s570_1V6.1	cosmoss		2009-07-17 11:25:49	F17A9.18; protein transport protein Sec24, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228361
Pp1s646_1V6.1	cosmoss		2009-07-17 11:25:49	F25P12.90; GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_228400
Pp1s406_15V6.1	cosmoss		2009-07-17 11:25:48	F3N23.23; SNF7 family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227297
Pp1s406_15V6.2	cosmoss		2009-07-17 11:25:48	F3N23.23; SNF7 family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227297
Pp1s411_11V6.1	cosmoss		2009-07-17 11:25:48	F14M4.25; protein phosphatase 2C family protein / PP2C family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227370
Pp1s412_13V6.1	cosmoss		2009-07-17 11:25:48	MSF19.1; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227387
Pp1s414_7V6.1	cosmoss		2009-07-17 11:25:48	K7M2.22; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227402
Pp1s419_39V6.1	cosmoss		2009-07-17 11:25:48	T11I18.7; chaperonin, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227454
Pp1s419_8V6.1	cosmoss		2009-07-17 11:25:48	Putative lipoxygenase 5 [Oryza sativa]	cosmoss|V1.2-5_mapping_Phypa_227446
Pp1s425_6V6.1	cosmoss		2009-07-17 11:25:48	contains ESTs C22653(S16515),D49304(S16515) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_227517
Pp1s425_6V6.2	cosmoss		2009-07-17 11:25:48	contains ESTs C22653(S16515),D49304(S16515) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_227517
Pp1s425_6V6.3	cosmoss		2009-07-17 11:25:48	contains ESTs C22653(S16515),D49304(S16515) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_227517
Pp1s426_34V6.1	cosmoss		2009-07-17 11:25:48	F26O13.250; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227543
Pp1s428_19V6.1	cosmoss		2009-07-17 11:25:48	contains ESTs C74868(E60528),AU031247(E61207) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_227572
Pp1s431_20V6.1	cosmoss		2009-07-17 11:25:48	F28M20.210; UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227629
Pp1s431_4V6.1	cosmoss		2009-07-17 11:25:48	F4F7.35; acidic ribosomal protein P0-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227616
Pp1s432_19V6.1	cosmoss		2009-07-17 11:25:48	zgc:55705 [Danio rerio]	cosmoss|V1.2-5_mapping_Phypa_227646
Pp1s433_16V6.1	cosmoss		2009-07-17 11:25:48	MQN23.21; RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227653
Pp1s435_12V6.1	cosmoss		2009-07-17 11:25:48	F14M13.23; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227688
Pp1s438_10V6.1	cosmoss		2009-07-17 11:25:48	T28M21.12; microsomal signal peptidase 25 kDa subunit, putative (SPC25) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227694
Pp1s450_10V6.1	cosmoss		2009-07-17 11:25:48	F22I13.130; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227798
Pp1s450_31V6.1	cosmoss		2009-07-17 11:25:48	F11A12.5; 6-phosphogluconate dehydrogenase family protein [EC:1.1.1.44] [KO:K00033] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227811
Pp1s452_30V6.1	cosmoss		2009-07-17 11:25:48	F9F8.6; clathrin heavy chain, putative [KO:K04646] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227829
Pp1s268_77V6.1	cosmoss		2009-07-17 11:25:47	F8F6.110; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_2268
Pp1s268_77V6.2	cosmoss		2009-07-17 11:25:47	F8F6.110; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_2268
Pp1s34_180V6.1	cosmoss		2009-07-17 11:25:47	F16J13.140; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22661
Pp1s34_180V6.2	cosmoss		2009-07-17 11:25:47	F16J13.140; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22661
Pp1s372_38V6.1	cosmoss		2009-07-17 11:25:47	MYH9.2; ACTIN 2/7 (sp|P53492) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226658
Pp1s372_38V6.2	cosmoss		2009-07-17 11:25:47	MYH9.2; ACTIN 2/7 (sp|P53492) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226658
Pp1s372_38V6.3	cosmoss		2009-07-17 11:25:47	MYH9.2; ACTIN 2/7 (sp|P53492) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226658
Pp1s372_38V6.4	cosmoss		2009-07-17 11:25:47	MYH9.2; ACTIN 2/7 (sp|P53492) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226658
Pp1s373_11V6.1	cosmoss		2009-07-17 11:25:47	Putative zinc finger protein	cosmoss|V1.2-5_mapping_Phypa_226674
Pp1s377_22V6.1	cosmoss		2009-07-17 11:25:47	MLJ15.7; DNA cross-link repair protein-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226781
Pp1s379_22V6.1	cosmoss		2009-07-17 11:25:47	T10C21.70; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226816
Pp1s381_21V6.1	cosmoss		2009-07-17 11:25:47	Actin 5	cosmoss|V1.2-5_mapping_Phypa_226852
Pp1s382_19V6.1	cosmoss		2009-07-17 11:25:47	contains ESTs C26748(C12959),D22147(C10416),AU092076(C10416) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_226877
Pp1s383_1V6.1	cosmoss		2009-07-17 11:25:47	Eukaryotic initiation factor 4A-9 (ATP-dependent RNA helicase eIF4A-9) (eIF-4A-9) [Nicotiana tabacum]	cosmoss|V1.2-5_mapping_Phypa_226898
Pp1s383_1V6.2	cosmoss		2009-07-17 11:25:47	Eukaryotic initiation factor 4A-9 (ATP-dependent RNA helicase eIF4A-9) (eIF-4A-9) [Nicotiana tabacum]	cosmoss|V1.2-5_mapping_Phypa_226898
Pp1s383_1V6.3	cosmoss		2009-07-17 11:25:47	Eukaryotic initiation factor 4A-9 (ATP-dependent RNA helicase eIF4A-9) (eIF-4A-9) [Nicotiana tabacum]	cosmoss|V1.2-5_mapping_Phypa_226898
Pp1s391_44V6.1	cosmoss		2009-07-17 11:25:47	T26I12.80; splicing factor, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227044
Pp1s397_37V6.1	cosmoss		2009-07-17 11:25:47	contains ESTs C22366(C11876),C22365(C11876) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_227111
Pp1s398_21V6.1	cosmoss		2009-07-17 11:25:47	F18F4.150; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227125
Pp1s398_21V6.2	cosmoss		2009-07-17 11:25:47	F18F4.150; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227125
Pp1s398_21V6.3	cosmoss		2009-07-17 11:25:47	F18F4.150; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_227125
Pp1s9_56V6.1	cosmoss		2009-07-17 11:25:47	F19F24.9; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22698
Pp1s25_243V6.1	cosmoss		2009-07-17 11:25:46	K14B15.5; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22604
Pp1s25_243V6.2	cosmoss		2009-07-17 11:25:46	K14B15.5; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22604
Pp1s337_26V6.1	cosmoss		2009-07-17 11:25:46	MYH9.2; ACTIN 2/7 (sp|P53492) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225906
Pp1s340_22V6.1	cosmoss		2009-07-17 11:25:46	T12P18.20; brix domain-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225967
Pp1s341_52V6.1	cosmoss		2009-07-17 11:25:46	FCAALL.293; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226015
Pp1s343_39V6.1	cosmoss		2009-07-17 11:25:46	T13E15.13; 60S ribosomal protein L24, putative [KO:K02896] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226070
Pp1s357_57V6.1	cosmoss		2009-07-17 11:25:46	T10O24.4; serine/threonine protein phosphatase PP2A-1 catalytic subunit (PP2A1) [EC:3.1.3.16] [KO:K04382] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226377
Pp1s358_10V6.1	cosmoss		2009-07-17 11:25:46	F17A9.18; protein transport protein Sec24, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226385
Pp1s358_11V6.1	cosmoss		2009-07-17 11:25:46	F13M7.16; ubiquitin-associated (UBA)/TS-N domain-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226386
Pp1s358_20V6.1	cosmoss		2009-07-17 11:25:46	phenylalanyl-trnaalpha subunit	cosmoss|V1.2-5_mapping_Phypa_226393
Pp1s359_34V6.1	cosmoss		2009-07-17 11:25:46	contains ESTs AU162304(E60027),AU030624(E60027) similar to SCARECROW gene regulator [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_226424
Pp1s363_9V6.1	cosmoss		2009-07-17 11:25:46	F9L1.7; hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226453
Pp1s364_48V6.1	cosmoss		2009-07-17 11:25:46	MIL23.21; FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226494
Pp1s367_2V6.1	cosmoss		2009-07-17 11:25:46	T5I5.1; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226524
Pp1s367_2V6.2	cosmoss		2009-07-17 11:25:46	T5I5.1; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_226524
Pp1s38_279V6.1	cosmoss		2009-07-17 11:25:46	F8J2.200; protein kinase family protein [EC:2.7.1.-] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22627
Pp1s4_22V6.1	cosmoss		2009-07-17 11:25:46	T32E8.5; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22621
Pp1s1_317V6.1	cosmoss		2009-07-17 11:25:45	F16G20.2; fringe-related protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22535
Pp1s303_34V6.1	cosmoss		2009-07-17 11:25:45	MSH12.1; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224868
Pp1s303_47V6.1	cosmoss		2009-07-17 11:25:45	F2C19.1; SPP30 - like protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224875
Pp1s303_66V6.1	cosmoss		2009-07-17 11:25:45	T24G5.80; RUB-activating enzyme ECR1 [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224895
Pp1s307_59V6.1	cosmoss		2009-07-17 11:25:45	F7G19.25; copine, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225039
Pp1s311_33V6.1	cosmoss		2009-07-17 11:25:45	40S ribosomal protein S6 [Asparagus officinalis]	cosmoss|V1.2-5_mapping_Phypa_225178
Pp1s311_33V6.2	cosmoss		2009-07-17 11:25:45	40S ribosomal protein S6 [Asparagus officinalis]	cosmoss|V1.2-5_mapping_Phypa_225178
Pp1s311_74V6.1	cosmoss		2009-07-17 11:25:45	MJJ3.24; phosphate translocator-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225196
Pp1s313_11V6.1	cosmoss		2009-07-17 11:25:45	F26K10.190; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225260
Pp1s323_82V6.1	cosmoss		2009-07-17 11:25:45	putative auxin-responsive GH3 protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_225552
Pp1s323_82V6.2	cosmoss		2009-07-17 11:25:45	putative auxin-responsive GH3 protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_225552
Pp1s323_82V6.3	cosmoss		2009-07-17 11:25:45	putative auxin-responsive GH3 protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_225552
Pp1s323_82V6.4	cosmoss		2009-07-17 11:25:45	putative auxin-responsive GH3 protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_225552
Pp1s324_21V6.1	cosmoss		2009-07-17 11:25:45	F20D21.13; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225566
Pp1s335_39V6.1	cosmoss		2009-07-17 11:25:45	F3P11.22; Ndr family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_225833
Pp1s4_62V6.1	cosmoss		2009-07-17 11:25:45	MXC17.9; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22569
Pp1s4_62V6.2	cosmoss		2009-07-17 11:25:45	MXC17.9; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22569
Pp1s17_371V6.1	cosmoss		2009-07-17 11:25:44	F5H14.25; mannitol transporter, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22469
Pp1s25_303V6.1	cosmoss		2009-07-17 11:25:44	T19K4.3; senescence/dehydration-associated protein-related [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_22416
Pp1s269_90V6.1	cosmoss		2009-07-17 11:25:44	Importin alpha-1b subunit [Oryza sativa]	cosmoss|V1.2-5_mapping_Phypa_223801
Pp1s270_68V6.1	cosmoss		2009-07-17 11:25:44	T13L16.14; senescence/dehydration-associated protein-related (ERD7) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_223836
Pp1s271_36V6.1	cosmoss		2009-07-17 11:25:44	F10M23.40; fimbrin-like protein (FIM1) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_223885
Pp1s271_37V6.1	cosmoss		2009-07-17 11:25:44	F10M23.40; fimbrin-like protein (FIM1) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_223885
Pp1s271_8V6.1	cosmoss		2009-07-17 11:25:44	F22H5.1; dehydroascorbate reductase, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_223859
Pp1s274_69V6.1	cosmoss		2009-07-17 11:25:44	F12B7.10; urease, putative / urea amidohydrolase, putative [EC:3.5.1.5] [KO:K01428 K01429 K01430] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_223972
Pp1s276_42V6.1	cosmoss		2009-07-17 11:25:44	F4I10.100; pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224041
Pp1s279_58V6.1	cosmoss		2009-07-17 11:25:44	T20D1.50; spermine synthase (ACL5) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224154
Pp1s279_58V6.2	cosmoss		2009-07-17 11:25:44	T20D1.50; spermine synthase (ACL5) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224154
Pp1s286_22V6.1	cosmoss		2009-07-17 11:25:44	MNL12.8; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224374
Pp1s286_36V6.1	cosmoss		2009-07-17 11:25:44	T29A15.180; vacuolar protein sorting-associated protein 26, putative / VPS26, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224380
Pp1s286_37V6.1	cosmoss		2009-07-17 11:25:44	T29E15.2; metal-dependent phosphohydrolase HD domain-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224383
Pp1s286_38V6.1	cosmoss		2009-07-17 11:25:44	T29E15.2; metal-dependent phosphohydrolase HD domain-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224383
Pp1s287_38V6.1	cosmoss		2009-07-17 11:25:44	F2N1.21; CAAX protease, putative (STE24) [EC:3.4.24.-] [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224426
Pp1s288_49V6.1	cosmoss		2009-07-17 11:25:44	K18G13.8; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224465
Pp1s288_49V6.2	cosmoss		2009-07-17 11:25:44	K18G13.8; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_224465
